cell_type	gene	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
1013	MSN_Drd1+_2	Lrtm1	0.278849096958843	1.3921147337247e-05	0.00084513200130372	singlecell	MAST	singlecell
1014	MSN_Drd1+_2	Map1a	-0.315517482826321	7.33296801492162e-15	4.0725131623611e-12	singlecell	MAST	singlecell
1015	MSN_Drd1+_2	Map1lc3b	0.255545951791707	1.08308212812231e-10	2.10919694950572e-08	singlecell	MAST	singlecell
1016	MSN_Drd1+_2	Map3k3	-0.209943102490429	0.000348179350304087	0.0122845867242583	singlecell	MAST	singlecell
1017	MSN_Drd1+_2	Marcks	-0.205075868930484	3.85969666504589e-10	6.43068349915146e-08	singlecell	MAST	singlecell
1018	MSN_Drd1+_2	Mbp	0.315975345825756	1.10882587765211e-18	1.03917775221208e-15	singlecell	MAST	singlecell
1019	MSN_Drd1+_2	Mdh2	-0.239397504061095	1.04400881846238e-12	3.40324178974857e-10	singlecell	MAST	singlecell
1020	MSN_Drd1+_2	Mettl23	-0.237876916508049	1.42894334449026e-05	0.000863992155267396	singlecell	MAST	singlecell
1021	MSN_Drd1+_2	Mt1	0.390467451008544	6.38421518888143e-12	1.70948762066566e-09	singlecell	MAST	singlecell
1022	MSN_Drd1+_2	Nat8l	0.228908228270201	1.06447124750529e-09	1.61229761175169e-07	singlecell	MAST	singlecell
1023	MSN_Drd1+_2	Ndufa6	-0.479946640096693	1.9924714050796e-28	5.97542174383373e-25	singlecell	MAST	singlecell
1024	MSN_Drd1+_2	Ndufa9	-0.269654931068624	9.65098244883192e-18	8.03980454556859e-15	singlecell	MAST	singlecell
1025	MSN_Drd1+_2	Ndufs2	-0.372115626475917	1.1503426550582e-26	2.87489801876629e-23	singlecell	MAST	singlecell
1026	MSN_Drd1+_2	Nedd4	0.226405669716893	8.8318485435417e-05	0.00417771510758384	singlecell	MAST	singlecell
1027	MSN_Drd1+_2	Nme7	0.211753929122744	0.000173244974799525	0.00728354656332542	singlecell	MAST	singlecell
1028	MSN_Drd1+_2	Nop10	-0.240060181602298	2.3857852821355e-12	7.15497006112435e-10	singlecell	MAST	singlecell
1029	MSN_Drd1+_2	Npas2	-0.330425227749237	2.53033854795925e-07	2.58111745079245e-05	singlecell	MAST	singlecell
1030	MSN_Drd1+_2	Npc2	0.216561942424924	5.23797934445922e-14	2.41773566182955e-11	singlecell	MAST	singlecell
1031	MSN_Drd1+_2	Npdc1	0.214360910525527	0.00193917045623554	0.047904219095967	singlecell	MAST	singlecell
1032	MSN_Drd1+_2	Npm1	0.219227889425427	1.84874228389785e-06	0.000145904687089727	singlecell	MAST	singlecell
1033	MSN_Drd1+_2	Oaz1	-0.275107462833399	4.44772687317681e-22	5.13028188179125e-19	singlecell	MAST	singlecell
1034	MSN_Drd1+_2	Osbpl10	-0.201252622380481	0.000651420665658931	0.0198942013880971	singlecell	MAST	singlecell
1035	MSN_Drd1+_2	Osbpl3	-0.229737498967255	0.000209711691501073	0.00836336918632603	singlecell	MAST	singlecell
1036	MSN_Drd1+_2	Oxr1	-0.207007666642996	0.000916366863490651	0.0262231319046609	singlecell	MAST	singlecell
1037	MSN_Drd1+_2	Paxbp1	-0.241656206342916	2.98780177525288e-06	0.000224010438099585	singlecell	MAST	singlecell
1038	MSN_Drd1+_2	Pcp4	0.31813553040139	1.16033101862821e-06	9.72020314208381e-05	singlecell	MAST	singlecell
1039	MSN_Drd1+_2	Pcsk1n	0.327871202435622	3.11349743034359e-08	3.64741359125016e-06	singlecell	MAST	singlecell
1040	MSN_Drd1+_2	Per3	-0.207488052267395	0.000891553656061635	0.0256599751874169	singlecell	MAST	singlecell
1041	MSN_Drd1+_2	Pgm2l1	0.200941547939997	0.00200491540025332	0.0492041021715197	singlecell	MAST	singlecell
1042	MSN_Drd1+_2	Pisd	-0.341754688227614	1.37045618709452e-08	1.77155090736917e-06	singlecell	MAST	singlecell
1043	MSN_Drd1+_2	Pnrc1	0.259635378676688	5.49619830406056e-08	6.29125905109833e-06	singlecell	MAST	singlecell
1044	MSN_Drd1+_2	Podxl2	0.201159924189598	0.000570085025491708	0.0178837342201844	singlecell	MAST	singlecell
1045	MSN_Drd1+_2	Polr2e	-0.200116152030268	9.33904731663837e-11	1.84261861201306e-08	singlecell	MAST	singlecell
1046	MSN_Drd1+_2	Ppp1r1b	-0.249429852749935	7.83101320576408e-05	0.00375163076742595	singlecell	MAST	singlecell
1047	MSN_Drd1+_2	Ppp1r7	-0.327408635221842	5.71799362093073e-14	2.44975183845304e-11	singlecell	MAST	singlecell
1048	MSN_Drd1+_2	Prelid3a	-0.233600396286459	7.16848758098447e-05	0.00351279317898242	singlecell	MAST	singlecell
1049	MSN_Drd1+_2	Prkacb	0.245842457893173	0.000197452094658113	0.00802383241029379	singlecell	MAST	singlecell
1050	MSN_Drd1+_2	Psma5	-0.261009200269387	1.26359766773086e-11	3.10617164387282e-09	singlecell	MAST	singlecell
1051	MSN_Drd1+_2	Psma7	-0.211639165806211	1.17701612568604e-09	1.74746106976853e-07	singlecell	MAST	singlecell
1052	MSN_Drd1+_2	Psmb3	-0.297753319192624	1.44124417260519e-23	2.40127292980164e-20	singlecell	MAST	singlecell
1053	MSN_Drd1+_2	Psmd9	-0.216359289576035	1.98132088743456e-05	0.00114710064506105	singlecell	MAST	singlecell
1054	MSN_Drd1+_2	Rab14	0.363956035534017	2.10467618014567e-11	4.60808335982729e-09	singlecell	MAST	singlecell
1055	MSN_Drd1+_2	Rab3a	0.226387849498063	1.23657939911086e-10	2.32924555059632e-08	singlecell	MAST	singlecell
1056	MSN_Drd1+_2	Rangap1	-0.345843504687069	8.16179537930878e-15	4.22021109354259e-12	singlecell	MAST	singlecell
1057	MSN_Drd1+_2	Rbm20	-0.210926491477115	0.000896399209964693	0.025750011788162	singlecell	MAST	singlecell
1058	MSN_Drd1+_2	Reep5	0.357263983201124	6.80498020363812e-15	3.92464146744437e-12	singlecell	MAST	singlecell
1059	MSN_Drd1+_2	Rnf227	0.205299616610547	0.00137251249918736	0.0362977511910307	singlecell	MAST	singlecell
1060	MSN_Drd1+_2	Rpl10a	-0.367164237449192	7.35407891736606e-24	1.3784301670738e-20	singlecell	MAST	singlecell
1061	MSN_Drd1+_2	Rpl5	-0.237759546948002	1.27989840887549e-09	1.88157614128313e-07	singlecell	MAST	singlecell
1062	MSN_Drd1+_2	Rps12	-0.374885952442404	4.33163907507252e-23	5.90481163006477e-20	singlecell	MAST	singlecell
1063	MSN_Drd1+_2	Scd2	0.238122551971921	2.20943436390847e-10	3.85238003334971e-08	singlecell	MAST	singlecell
1064	MSN_Drd1+_2	Sec62	0.316835953402617	4.94615600644011e-06	0.0003515052574245	singlecell	MAST	singlecell
1065	MSN_Drd1+_2	Selenom	0.212739678657313	0.000441896821670441	0.0148862826200379	singlecell	MAST	singlecell
1066	MSN_Drd1+_2	Sema3e	-0.322541732559934	1.02017235706096e-05	0.000665108021483871	singlecell	MAST	singlecell
1067	MSN_Drd1+_2	Sirpa	-0.248739311467537	2.78351654986307e-08	3.33910645321573e-06	singlecell	MAST	singlecell
1068	MSN_Drd1+_2	Sirt7	-0.201787842927646	0.00136969244130815	0.0362871698894271	singlecell	MAST	singlecell
1069	MSN_Drd1+_2	Slc25a27	-0.20462233958714	2.8707604338007e-05	0.00156628457659256	singlecell	MAST	singlecell
1070	MSN_Drd1+_2	Slc25a5	0.309347527428495	2.60729230143097e-13	9.77408701498934e-11	singlecell	MAST	singlecell
1071	MSN_Drd1+_2	Snhg11	-0.240217988262211	5.42838406249911e-13	1.93806235755176e-10	singlecell	MAST	singlecell
1072	MSN_Drd1+_2	Snrpe	-0.206682956825919	8.05277864766268e-14	3.35420599504728e-11	singlecell	MAST	singlecell
1073	MSN_Drd1+_2	Spcs2	0.313953077030774	2.11043698593196e-10	3.72305912988821e-08	singlecell	MAST	singlecell
1074	MSN_Drd1+_2	Srsf2	-0.231067653121952	0.000425059351167948	0.0145188268126728	singlecell	MAST	singlecell
1075	MSN_Drd1+_2	Ssr3	0.238387905767608	2.01285768864132e-08	2.49444636703939e-06	singlecell	MAST	singlecell
1076	MSN_Drd1+_2	St8sia3	-0.210074300816581	0.000139869906914085	0.00608957393705289	singlecell	MAST	singlecell
1077	MSN_Drd1+_2	Stmn1	0.281418666432213	1.84174180577612e-10	3.32733956356782e-08	singlecell	MAST	singlecell
1078	MSN_Drd1+_2	Stmn2	0.248286001684102	1.38151767624836e-09	2.0112483063441e-07	singlecell	MAST	singlecell
1079	MSN_Drd1+_2	Stx16	-0.233525258752188	0.000159219169104629	0.00684094968688799	singlecell	MAST	singlecell
1080	MSN_Drd1+_2	Sub1	-0.215643357700975	2.84843110603023e-14	1.37781369144914e-11	singlecell	MAST	singlecell
1081	MSN_Drd1+_2	Syt11	0.448741512163808	3.1186669981173e-11	6.58653685024914e-09	singlecell	MAST	singlecell
1082	MSN_Drd1+_2	Tac1	0.402760066805695	9.07235299886061e-13	3.09181666404352e-10	singlecell	MAST	singlecell
1083	MSN_Drd1+_2	Taf1d	-0.262849358534195	2.11026740572912e-06	0.00016480968619223	singlecell	MAST	singlecell
1084	MSN_Drd1+_2	Tecr	0.22011635595281	0.000138176797760057	0.0060407028641751	singlecell	MAST	singlecell
1085	MSN_Drd1+_2	Tgoln1	0.24951821480124	5.36029028601148e-11	1.08618314646949e-08	singlecell	MAST	singlecell
1086	MSN_Drd1+_2	Timm13	-0.240916799746817	1.40125033738336e-07	1.5225904934104e-05	singlecell	MAST	singlecell
1087	MSN_Drd1+_2	Tma7	-0.213940387311633	8.66208546036694e-09	1.17016190520903e-06	singlecell	MAST	singlecell
1088	MSN_Drd1+_2	Tmem151a	0.283109484794406	4.20360286721805e-09	5.8363912031421e-07	singlecell	MAST	singlecell
1089	MSN_Drd1+_2	Tmem178	0.204137462977203	9.61734496723771e-13	3.20471306186066e-10	singlecell	MAST	singlecell
1090	MSN_Drd1+_2	Tmem243	0.251998945112187	9.87285052806034e-05	0.00452732090728639	singlecell	MAST	singlecell
1091	MSN_Drd1+_2	Tmx2	0.241023968604679	1.91180311140049e-11	4.41038271622313e-09	singlecell	MAST	singlecell
1092	MSN_Drd1+_2	Top1	0.228951058654852	0.000265825881444137	0.0100152238498865	singlecell	MAST	singlecell
1093	MSN_Drd1+_2	Tpi1	-0.24370275287958	3.51468483027668e-12	1.01351344288459e-09	singlecell	MAST	singlecell
1094	MSN_Drd1+_2	Ubb	0.533610954415847	2.18382773872516e-15	1.36443737259099e-12	singlecell	MAST	singlecell
1095	MSN_Drd1+_2	Ube4b	-0.204109402434192	0.00106400366027156	0.0297108657090727	singlecell	MAST	singlecell
1096	MSN_Drd1+_2	Ubl5	0.369228808417601	2.06414110128236e-11	4.60808335982729e-09	singlecell	MAST	singlecell
1097	MSN_Drd1+_2	Uchl4	0.231651321945229	0.00188908477958172	0.047057045335154	singlecell	MAST	singlecell
1098	MSN_Drd1+_2	Unc50	0.20202263961122	3.81988074519574e-07	3.64835106842102e-05	singlecell	MAST	singlecell
1099	MSN_Drd1+_2	Vdac1	-0.275385011804864	1.25612843202088e-11	3.10617164387282e-09	singlecell	MAST	singlecell
1100	MSN_Drd1+_2	Wwp1	0.264955272101481	0.000256685308003467	0.00976902587185782	singlecell	MAST	singlecell
1101	MSN_Drd1+_2	Ywhah	-0.273331170400893	4.82149743982445e-11	9.9038841246805e-09	singlecell	MAST	singlecell
1102	Oligodendrocytes	0610009B22Rik	-0.294301830508943	2.06907373744124e-10	1.24010317615344e-08	singlecell	MAST	singlecell
1103	Oligodendrocytes	1700019D03Rik	0.228178454859921	4.90263717067858e-09	2.29962104389873e-07	singlecell	MAST	singlecell
1104	Oligodendrocytes	2300009A05Rik	0.511507242319442	3.41063278689438e-18	6.59015702375144e-16	singlecell	MAST	singlecell
1105	Oligodendrocytes	2610002M06Rik	-0.289419104664058	4.80430688368347e-09	2.26994733270679e-07	singlecell	MAST	singlecell
1106	Oligodendrocytes	4921524J17Rik	-0.285744952321357	4.04077814467145e-07	1.33448759849277e-05	singlecell	MAST	singlecell
1107	Oligodendrocytes	9330159F19Rik	-0.33317211060589	0.000374769014794023	0.00594578390382773	singlecell	MAST	singlecell
1108	Oligodendrocytes	9430038I01Rik	-0.215074250809556	0.00236115556031033	0.0282509425912917	singlecell	MAST	singlecell
1109	Oligodendrocytes	Aak1	-0.59890314561507	1.13467481785088e-13	1.23441178083173e-11	singlecell	MAST	singlecell
1110	Oligodendrocytes	Aasdhppt	-0.304450909297087	8.67458661000879e-10	4.67921659388224e-08	singlecell	MAST	singlecell
1111	Oligodendrocytes	Abat	-0.211096280075912	9.01420551647988e-06	0.000219309749897344	singlecell	MAST	singlecell
1112	Oligodendrocytes	Abhd11	-0.20922642020144	4.00921201547798e-09	1.91524940045675e-07	singlecell	MAST	singlecell
1113	Oligodendrocytes	Abhd3	0.210215432738145	0.00244761661009522	0.0292044651007306	singlecell	MAST	singlecell
1114	Oligodendrocytes	Aco2	-0.558895314236435	9.93324665030609e-14	1.09910949687917e-11	singlecell	MAST	singlecell
1115	Oligodendrocytes	Acsl3	0.562245915660129	9.61517147360107e-10	5.1437194172413e-08	singlecell	MAST	singlecell
1116	Oligodendrocytes	Actb	1.12871840885301	1.01732316662112e-35	1.19729688318883e-32	singlecell	MAST	singlecell
1117	Oligodendrocytes	Actr1b	-0.302814513775883	1.95764289014371e-06	5.53354691174682e-05	singlecell	MAST	singlecell
1118	Oligodendrocytes	Acvr1	0.265152284452506	0.00470427112175712	0.0499192573297276	singlecell	MAST	singlecell
1119	Oligodendrocytes	Acyp1	0.271200276238251	9.68428263521459e-08	3.69831041284626e-06	singlecell	MAST	singlecell
1120	Oligodendrocytes	Adarb2	0.341090257016066	3.33576788671708e-07	1.1367998953991e-05	singlecell	MAST	singlecell
1121	Oligodendrocytes	Adh5	0.226638939495019	0.00122585158878779	0.0162708476330853	singlecell	MAST	singlecell
1122	Oligodendrocytes	Adipor2	-0.888947196409382	9.22324841763705e-35	9.95034783456077e-32	singlecell	MAST	singlecell
1123	Oligodendrocytes	Aff2	0.343731435436284	0.00129480786554125	0.0168468167108513	singlecell	MAST	singlecell
1124	Oligodendrocytes	Aff3	-0.331109685427282	2.15683182169648e-10	1.28084150292122e-08	singlecell	MAST	singlecell
1125	Oligodendrocytes	Agfg2	-0.262937163999266	2.84130966276697e-06	7.82629678599601e-05	singlecell	MAST	singlecell
1126	Oligodendrocytes	Ago2	-0.433620635880915	9.19502162643808e-11	5.77858009591589e-09	singlecell	MAST	singlecell
1127	Oligodendrocytes	Agpat4	0.297641495032698	0.000576142511898172	0.0085249827612939	singlecell	MAST	singlecell
1128	Oligodendrocytes	Agpat5	0.304242096133469	1.20937889765198e-07	4.48613730916979e-06	singlecell	MAST	singlecell
1129	Oligodendrocytes	Ahdc1	-0.296558425328063	4.86163317526343e-07	1.56954371787931e-05	singlecell	MAST	singlecell
1130	Oligodendrocytes	Aimp1	-0.576432956315053	1.09243341302714e-14	1.35986951587013e-12	singlecell	MAST	singlecell
1131	Oligodendrocytes	Ak2	0.229578713107411	1.99453505215219e-06	5.6255448333687e-05	singlecell	MAST	singlecell
1132	Oligodendrocytes	Ak6	0.296636388943323	1.09363917965813e-07	4.10384139705918e-06	singlecell	MAST	singlecell
1133	Oligodendrocytes	Akap11	-0.633874128881931	1.63790918670428e-14	2.00041248406355e-12	singlecell	MAST	singlecell
1134	Oligodendrocytes	Akr7a5	0.284147069909272	0.000819366931613639	0.0113936888256393	singlecell	MAST	singlecell
1135	Oligodendrocytes	Alcam	0.28956360790232	3.23014845761385e-09	1.5720865388071e-07	singlecell	MAST	singlecell
1136	Oligodendrocytes	Alg3	0.214746602440305	8.16518313188104e-08	3.14602561980325e-06	singlecell	MAST	singlecell
1137	Oligodendrocytes	Alyref	0.203364238947829	5.34518126418475e-06	0.000137846049095888	singlecell	MAST	singlecell
1138	Oligodendrocytes	Ampd2	0.260696995070409	2.94436316877252e-10	1.69412113701907e-08	singlecell	MAST	singlecell
1139	Oligodendrocytes	Anapc7	0.224122211257834	0.00025873583083447	0.00427244141069266	singlecell	MAST	singlecell
1140	Oligodendrocytes	Ankrd13a	-0.456475806382973	5.99493354354411e-06	0.000151287348254819	singlecell	MAST	singlecell
1141	Oligodendrocytes	Anp32a	-0.413103896870693	2.37931442885366e-09	1.18017642130036e-07	singlecell	MAST	singlecell
1142	Oligodendrocytes	Anp32e	0.313762765901736	0.000104204071256166	0.00192993691914496	singlecell	MAST	singlecell
1143	Oligodendrocytes	Ap1ar	-0.251517524062198	0.000395102824605431	0.0060973447962496	singlecell	MAST	singlecell
1144	Oligodendrocytes	Ap1s2	-0.310313348351858	3.32348404162221e-06	8.9265195856517e-05	singlecell	MAST	singlecell
1145	Oligodendrocytes	Ap3m2	-0.242459755256565	0.000489527451923386	0.00741218993286568	singlecell	MAST	singlecell
1146	Oligodendrocytes	Apbb3	-0.207519376200732	3.68298650516307e-08	1.5136489935191e-06	singlecell	MAST	singlecell
1147	Oligodendrocytes	Aplp1	0.546883571864284	3.24942016855935e-22	8.58510071472843e-20	singlecell	MAST	singlecell
1148	Oligodendrocytes	Aplp2	0.336093427452953	2.32004122720986e-07	8.1396351564929e-06	singlecell	MAST	singlecell
1149	Oligodendrocytes	Apod	0.317162160212132	3.33681415303304e-07	1.1367998953991e-05	singlecell	MAST	singlecell
1150	Oligodendrocytes	Apoe	0.534897861547989	8.38904384189013e-17	1.3747412857862e-14	singlecell	MAST	singlecell
1151	Oligodendrocytes	Arf4	-0.202935342410742	0.00046600420257621	0.00708085728468499	singlecell	MAST	singlecell
1152	Oligodendrocytes	Arglu1	-0.398028784247785	1.26055880815354e-11	9.16808670244704e-10	singlecell	MAST	singlecell
1153	Oligodendrocytes	Arhgap33	-0.381927781423856	3.69439790264258e-07	1.23585724154033e-05	singlecell	MAST	singlecell
1154	Oligodendrocytes	Arhgef19	0.274429666157681	0.00297849292670595	0.034093341670323	singlecell	MAST	singlecell
1155	Oligodendrocytes	Arid4a	-0.28281780641296	0.00172100430571465	0.0214438130334763	singlecell	MAST	singlecell
1156	Oligodendrocytes	Arid5b	-0.359418401401278	4.30402166970881e-05	0.000871985360501569	singlecell	MAST	singlecell
1157	Oligodendrocytes	Arl3	-0.827644226904665	3.77469946843576e-25	1.39620740909627e-22	singlecell	MAST	singlecell
1158	Oligodendrocytes	Arl6ip1	0.552636500301761	1.20716018602455e-17	2.23255653832484e-15	singlecell	MAST	singlecell
1159	Oligodendrocytes	Armc1	-0.299701542297085	0.000507556514523313	0.00764758587104749	singlecell	MAST	singlecell
1160	Oligodendrocytes	Armcx5	-0.289687242553231	2.26586244710086e-11	1.56031144894509e-09	singlecell	MAST	singlecell
1161	Oligodendrocytes	Arpc1a	-0.597271036546644	9.00787914130436e-13	8.15496527016268e-11	singlecell	MAST	singlecell
1162	Oligodendrocytes	Arrdc2	-0.347605131671243	0.000333805424342104	0.00534832304892683	singlecell	MAST	singlecell
1163	Oligodendrocytes	Arrdc3	-0.406274519224997	1.43270018142417e-06	4.19673802676745e-05	singlecell	MAST	singlecell
1164	Oligodendrocytes	Arvcf	-0.257581493984312	0.000652389854098808	0.00944724726080891	singlecell	MAST	singlecell
1165	Oligodendrocytes	Asrgl1	0.298573259606634	0.00371237483582356	0.0406258703504411	singlecell	MAST	singlecell
1166	Oligodendrocytes	Atad1	0.511740531954312	3.55035144044314e-10	2.01680004138311e-08	singlecell	MAST	singlecell
1167	Oligodendrocytes	Atat1	-0.285836948810728	0.00179383484105508	0.022180502246704	singlecell	MAST	singlecell
1168	Oligodendrocytes	Atf4	0.394041739161939	1.12156719147464e-11	8.24989139819924e-10	singlecell	MAST	singlecell
1169	Oligodendrocytes	Atf6b	0.275895839317233	4.82575779406487e-08	1.92821791364086e-06	singlecell	MAST	singlecell
1170	Oligodendrocytes	Atg101	-0.248429155507373	3.72574746066546e-08	1.5263774248663e-06	singlecell	MAST	singlecell
1171	Oligodendrocytes	Atl1	-0.791492691364614	2.71124981996903e-26	1.25356572033282e-23	singlecell	MAST	singlecell
1172	Oligodendrocytes	Atl2	-0.240805371450662	2.53966173201678e-06	7.07063672746004e-05	singlecell	MAST	singlecell
1173	Oligodendrocytes	Atn1	0.294677101106502	1.15828147029432e-09	6.04641609452833e-08	singlecell	MAST	singlecell
1174	Oligodendrocytes	Atox1	0.261715684930058	1.19736772090092e-07	4.46718228091738e-06	singlecell	MAST	singlecell
1175	Oligodendrocytes	Atp11a	-0.385912769724148	2.09705230742411e-05	0.000468884959791236	singlecell	MAST	singlecell
1176	Oligodendrocytes	Atp5a1	-0.238399391923155	4.43151556166985e-07	1.43785464815484e-05	singlecell	MAST	singlecell
1177	Oligodendrocytes	Atp8a2	0.220976164936506	5.50667493168346e-06	0.000141728456591599	singlecell	MAST	singlecell
1178	Oligodendrocytes	Atraid	0.879504006546951	7.41316339576054e-32	5.64534196008917e-29	singlecell	MAST	singlecell
1179	Oligodendrocytes	Atxn1	-0.466828214366121	6.60175328612874e-12	5.05717739894808e-10	singlecell	MAST	singlecell
1180	Oligodendrocytes	Atxn7l3b	0.415248285646045	4.46364152913584e-06	0.000117213596827977	singlecell	MAST	singlecell
1181	Oligodendrocytes	Aup1	0.240189122223691	0.000193551100277538	0.00331059398286195	singlecell	MAST	singlecell
1182	Oligodendrocytes	Azin1	-0.357609504282239	7.5530344013462e-07	2.34305940537904e-05	singlecell	MAST	singlecell
1183	Oligodendrocytes	B230219D22Rik	0.231304438405682	0.00282871296097578	0.0326677234547658	singlecell	MAST	singlecell
1184	Oligodendrocytes	B2m	0.628060177211328	1.67124217697469e-12	1.45207390759156e-10	singlecell	MAST	singlecell
1185	Oligodendrocytes	B3gat1	0.438535712756025	1.05998907430867e-09	5.60106879836737e-08	singlecell	MAST	singlecell
1186	Oligodendrocytes	B3gat2	0.220083277804144	0.00114985747214154	0.015425963558906	singlecell	MAST	singlecell
1187	Oligodendrocytes	B9d1	-0.208650792140264	0.000128988583173025	0.00231064089715539	singlecell	MAST	singlecell
1188	Oligodendrocytes	Banp	0.226270022916661	1.0682516049293e-06	3.22367955184492e-05	singlecell	MAST	singlecell
1189	Oligodendrocytes	Bap1	-0.240913449474659	7.2313632933601e-07	2.25041416336153e-05	singlecell	MAST	singlecell
1190	Oligodendrocytes	Bbs7	-0.274277653683209	5.85315408054355e-05	0.00115510568180971	singlecell	MAST	singlecell
1191	Oligodendrocytes	BC031181	0.575230645862145	2.05030453719629e-12	1.76954950256954e-10	singlecell	MAST	singlecell
1192	Oligodendrocytes	Bcat1	-0.222375939362945	0.00193342727003623	0.02365798623619	singlecell	MAST	singlecell
1193	Oligodendrocytes	Bccip	-0.200959198991751	0.000301425427169579	0.00485959349954841	singlecell	MAST	singlecell
1194	Oligodendrocytes	Bcl2l1	-0.493222215975186	7.56148918853883e-12	5.72462216577916e-10	singlecell	MAST	singlecell
1195	Oligodendrocytes	Bicral	-0.261967663969809	0.00280980813799344	0.0325364724100743	singlecell	MAST	singlecell
1196	Oligodendrocytes	Bnip3	0.294404901617803	3.65699515081208e-05	0.00075507909445635	singlecell	MAST	singlecell
1197	Oligodendrocytes	Btbd2	-0.344802022428574	5.68711550787633e-10	3.10655685084249e-08	singlecell	MAST	singlecell
1198	Oligodendrocytes	Btf3	0.599388299789009	1.635707283804e-13	1.69406931969013e-11	singlecell	MAST	singlecell
1199	Oligodendrocytes	Bzw1	0.405835790867651	6.65307692552377e-06	0.000165318107251115	singlecell	MAST	singlecell
1200	Oligodendrocytes	Cacna2d1	0.677060606929763	1.286249494173e-16	2.05577604340293e-14	singlecell	MAST	singlecell
1201	Oligodendrocytes	Cadm2	0.285863420516734	2.3100327918197e-07	8.12654470730919e-06	singlecell	MAST	singlecell
1202	Oligodendrocytes	Cadm4	0.308006990268976	0.0001041007105811	0.00192993691914496	singlecell	MAST	singlecell
1203	Oligodendrocytes	Cadps	0.326773342434163	0.00117197669411119	0.0156578021485691	singlecell	MAST	singlecell
1204	Oligodendrocytes	Camsap1	-0.53949934545395	8.30982751198052e-15	1.05469634284412e-12	singlecell	MAST	singlecell
1205	Oligodendrocytes	Canx	0.453713526523533	5.47864440854044e-10	3.00536146241375e-08	singlecell	MAST	singlecell
1206	Oligodendrocytes	Car2	0.467048081311365	1.22908935296055e-13	1.32598256361894e-11	singlecell	MAST	singlecell
1207	Oligodendrocytes	Casd1	-0.605055792941925	2.74680160187248e-16	4.2333444687906e-14	singlecell	MAST	singlecell
1208	Oligodendrocytes	Cbx4	0.248462739005879	0.00238787743011633	0.0285442855127294	singlecell	MAST	singlecell
1209	Oligodendrocytes	Cbx5	-0.402944607708185	9.06597623058783e-07	2.76811623304694e-05	singlecell	MAST	singlecell
1210	Oligodendrocytes	Cby1	-0.302765087968394	1.17229104961439e-12	1.04665378815917e-10	singlecell	MAST	singlecell
1211	Oligodendrocytes	Ccdc24	0.29963999234512	0.000106875534077895	0.00197376699596637	singlecell	MAST	singlecell
1212	Oligodendrocytes	Cct3	-0.595526654530966	1.35878743570732e-18	2.88374789224049e-16	singlecell	MAST	singlecell
1213	Oligodendrocytes	Cct5	-0.380654472825247	1.52167494857453e-06	4.3972330098763e-05	singlecell	MAST	singlecell
1214	Oligodendrocytes	Cd81	0.585726166262513	1.6158796574205e-18	3.37406097499448e-16	singlecell	MAST	singlecell
1215	Oligodendrocytes	Cdc37l1	-0.241141458085651	5.56740650349952e-06	0.000141782526478854	singlecell	MAST	singlecell
1216	Oligodendrocytes	Cdc42bpa	-0.254085652337162	1.03599774272554e-06	3.14098987759363e-05	singlecell	MAST	singlecell
1217	Oligodendrocytes	Cdh2	-0.348012013878041	9.22942595029493e-06	0.000223753086802468	singlecell	MAST	singlecell
1218	Oligodendrocytes	Cdh20	0.257783416267848	0.000173300468470748	0.00300341079628153	singlecell	MAST	singlecell
1219	Oligodendrocytes	Cdipt	0.269626761047645	0.000104928862031307	0.00194058435408186	singlecell	MAST	singlecell
1220	Oligodendrocytes	Cdk17	-0.821354198553952	5.35072748089065e-24	1.73176294919026e-21	singlecell	MAST	singlecell
1221	Oligodendrocytes	Cdk8	0.377278219633856	1.77310246285158e-06	5.03390010615715e-05	singlecell	MAST	singlecell
1222	Oligodendrocytes	Cdkl3	-0.305444209793839	6.48592255351553e-05	0.00125887186473481	singlecell	MAST	singlecell
1223	Oligodendrocytes	Cdon	0.312665541083004	1.13879684994224e-08	5.06627629531006e-07	singlecell	MAST	singlecell
1224	Oligodendrocytes	Cep126	-0.365335834716317	3.92841225504589e-11	2.62150644607341e-09	singlecell	MAST	singlecell
1225	Oligodendrocytes	Cetn3	0.200465132781997	0.00417867794529939	0.0450504332053106	singlecell	MAST	singlecell
1226	Oligodendrocytes	Cfap20	-0.753351721290726	2.17055607360521e-29	1.40500094644465e-26	singlecell	MAST	singlecell
1227	Oligodendrocytes	Cfl1	0.577897334423693	3.10009885565691e-17	5.49779175141567e-15	singlecell	MAST	singlecell
1228	Oligodendrocytes	Cggbp1	0.277678253029417	0.00232012509123215	0.0278114253991587	singlecell	MAST	singlecell
1229	Oligodendrocytes	Chd4	-0.338162582858028	7.34639029119206e-05	0.00141738254410987	singlecell	MAST	singlecell
1230	Oligodendrocytes	Cipc	-0.286068429131156	8.02265036211497e-06	0.00019745481290483	singlecell	MAST	singlecell
1231	Oligodendrocytes	Ckb	0.880206165521497	5.8065012201068e-22	1.50341929591005e-19	singlecell	MAST	singlecell
1232	Oligodendrocytes	Clcn3	0.220915198387498	0.00124732298978947	0.0163109529553682	singlecell	MAST	singlecell
1233	Oligodendrocytes	Cldnd1	0.398051946545586	3.95727543682322e-05	0.000808058167273083	singlecell	MAST	singlecell
