Gene	Cluster
Tmem178	Cluster_14
Srbd1	Cluster_14
Cul2	Cluster_14
Rab18	Cluster_14
Mkx	Cluster_14
Greb1l	Cluster_14
Rnf138	Cluster_14
Asxl3	Cluster_14
Elp2	Cluster_14
Fhod3	Cluster_14
Slc25a46	Cluster_14
Reep2	Cluster_14
Snx24	Cluster_14
Slc12a2	Cluster_14
Synpo	Cluster_14
Fbxo38	Cluster_14
Spink10	Cluster_14
Napg	Cluster_14
Afg3l2	Cluster_14
Ptpn2	Cluster_14
Smad2	Cluster_14
St8sia5	Cluster_14
Epg5	Cluster_14
Rps6kb2	Cluster_14
Naa40	Cluster_14
Atl3	Cluster_14
Stx3	Cluster_14
Osbp	Cluster_14
Cep78	Cluster_14
Pcsk5	Cluster_14
Rorb	Cluster_14
Pip5k1b	Cluster_14
Pank1	Cluster_14
Tm9sf3	Cluster_14
Slit1	Cluster_14
Neurl1a	Cluster_14
Eif3a	Cluster_14
Syp	Cluster_14
Wdr13	Cluster_14
Wdr44	Cluster_14
Lamp2	Cluster_14
Phf6	Cluster_14
Hprt	Cluster_14
Fmr1	Cluster_14
Mamld1	Cluster_14
Gabra3	Cluster_14
Pls3	Cluster_14
Klhl15	Cluster_14
Dlg3	Cluster_14
Taf1	Cluster_14
Cox7b	Cluster_14
Hdx	Cluster_14
Cstf2	Cluster_14
Drp2	Cluster_14
Frmpd3	Cluster_14
Acsl4	Cluster_14
Trpc5	Cluster_14
Rtl4	Cluster_14
Tmem29	Cluster_14
Ptchd1	Cluster_14
Bclaf3	Cluster_14
Phka2	Cluster_14
Ctps2	Cluster_14
Rnf149	Cluster_15
Ica1l	Cluster_15
Inha	Cluster_15
Slc4a3	Cluster_15
Ramp1	Cluster_15
Ppp1r7	Cluster_15
Dsel	Cluster_15
Atp2b4	Cluster_15
Lamc1	Cluster_15
Vamp4	Cluster_15
Cadm3	Cluster_15
Adss	Cluster_15
H3f3a	Cluster_15
Fubp3	Cluster_15
Slc25a25	Cluster_15
Myo3b	Cluster_15
Dcaf17	Cluster_15
Katnbl1	Cluster_15
Gpr176	Cluster_15
Itpka	Cluster_15
Tyro3	Cluster_15
Eid1	Cluster_15
Lzts3	Cluster_15
Blcap	Cluster_15
Gnb4	Cluster_15
Ccdc39	Cluster_15
Mccc1	Cluster_15
Jade1	Cluster_15
P2ry12	Cluster_15
Atp1a1	Cluster_15
Pifo	Cluster_15
Abcd3	Cluster_15
Calb1	Cluster_15
Ubap2	Cluster_15
Clta	Cluster_15
Zkscan16	Cluster_15
Cachd1	Cluster_15
Ncdn	Cluster_15
Adgrb2	Cluster_15
Ubxn11	Cluster_15
Man1c1	Cluster_15
Sh2d5	Cluster_15
Ajap1	Cluster_15
Cfap69	Cluster_15
Reln	Cluster_15
Wfs1	Cluster_15
N4bp2	Cluster_15
Gabrg1	Cluster_15
Mrpl1	Cluster_15
Arhgap24	Cluster_15
Rasal1	Cluster_15
Vkorc1l1	Cluster_15
Arpc1a	Cluster_15
N4bp2l1	Cluster_15
Casd1	Cluster_15
Gfpt1	Cluster_15
Mgll	Cluster_15
Eps8	Cluster_15
Shisa7	Cluster_15
Nova2	Cluster_15
Tmem91	Cluster_15
Arhgap33	Cluster_15
Dpy19l3	Cluster_15
Gabra5	Cluster_15
Chrna7	Cluster_15
Tub	Cluster_15
Crym	Cluster_15
Mosmo	Cluster_15
Dhx32	Cluster_15
Caly	Cluster_15
Slc7a6	Cluster_15
Gabarapl2	Cluster_15
Icam5	Cluster_15
Ilf3	Cluster_15
Scn3b	Cluster_15
Ubash3b	Cluster_15
Dixdc1	Cluster_15
Snx1	Cluster_15
Mlip	Cluster_15
Lrrc1	Cluster_15
Eef1a1	Cluster_15
Cep63	Cluster_15
Traip	Cluster_15
Prkar2a	Cluster_15
Dclk3	Cluster_15
Tbpl1	Cluster_15
Ccdc6	Cluster_15
Gnptab	Cluster_15
Slc6a15	Cluster_15
Rab3ip	Cluster_15
Dock2	Cluster_15
Ebf1	Cluster_15
Fgf11	Cluster_15
Ksr1	Cluster_15
Hexim2	Cluster_15
Cacng4	Cluster_15
Asap2	Cluster_15
Cpsf3	Cluster_15
Tspan13	Cluster_15
Etv1	Cluster_15
Arl4a	Cluster_15
2700049A03Rik	Cluster_15
Hif1a	Cluster_15
Galnt16	Cluster_15
Dnal1	Cluster_15
Galc	Cluster_15
Ccdc88c	Cluster_15
Dlk1	Cluster_15
Mok	Cluster_15
E2f3	Cluster_15
Rbm24	Cluster_15
Cenpp	Cluster_15
Drd1	Cluster_15
Cntnap3	Cluster_15
Msh3	Cluster_15
Iqgap2	Cluster_15
Nek10	Cluster_15
Slc7a8	Cluster_15
Spata13	Cluster_15
Kctd4	Cluster_15
Klf5	Cluster_15
Tbc1d4	Cluster_15
Mpped1	Cluster_15
Syt10	Cluster_15
Cluap1	Cluster_15
Comt	Cluster_15
2510009E07Rik	Cluster_15
Etv5	Cluster_15
Mb21d2	Cluster_15
Cfap44	Cluster_15
Tagln3	Cluster_15
B3galt5	Cluster_15
C2cd2	Cluster_15
Agpat4	Cluster_15
Fbxl16	Cluster_15
Syngap1	Cluster_15
Kat2b	Cluster_15
Ndufaf7	Cluster_15
Srbd1	Cluster_15
Snx24	Cluster_15
Txnl1	Cluster_15
Plce1	Cluster_15
Gfra1	Cluster_15
Fam204a	Cluster_15
Grk5	Cluster_15
Atp6ap2	Cluster_15
Akap17b	Cluster_15
Slc25a14	Cluster_15
Stk26	Cluster_15
Fhl1	Cluster_15
L1cam	Cluster_15
Pls3	Cluster_15
Klhl15	Cluster_15
Frmpd3	Cluster_15
Mid2	Cluster_15
Klf8	Cluster_15
Bend6	Cluster_16
Mgat4a	Cluster_16
Nck2	Cluster_16
Nab1	Cluster_16
Mfsd6	Cluster_16
Nrp2	Cluster_16
Pnkd	Cluster_16
Sphkap	Cluster_16
St8sia4	Cluster_16
Cdh20	Cluster_16
Atp2b4	Cluster_16
Ppfia4	Cluster_16
Pld5	Cluster_16
Cdc123	Cluster_16
Pdss1	Cluster_16
Ttc21b	Cluster_16
Metap1d	Cluster_16
Hsd17b12	Cluster_16
Qser1	Cluster_16
Pax6	Cluster_16
Fmn1	Cluster_16
Cds2	Cluster_16
Nol4l	Cluster_16
Stmn3	Cluster_16
Prpf6	Cluster_16
Stmn2	Cluster_16
Kcnmb2	Cluster_16
Usp13	Cluster_16
Larp1b	Cluster_16
Trpc4	Cluster_16
Sh3d19	Cluster_16
Syt11	Cluster_16
Sv2a	Cluster_16
Sars	Cluster_16
Vav3	Cluster_16
Wls	Cluster_16
Tgs1	Cluster_16
Gpr63	Cluster_16
Cnr1	Cluster_16
Erp44	Cluster_16
E130308A19Rik	Cluster_16
Frmd3	Cluster_16
Mpdz	Cluster_16
Patj	Cluster_16
Lrp8	Cluster_16
Elavl4	Cluster_16
Inpp5b	Cluster_16
Epha10	Cluster_16
Acot7	Cluster_16
Chd5	Cluster_16
Atad3a	Cluster_16
Pex1	Cluster_16
Cfap69	Cluster_16
Zfp804b	Cluster_16
Sema3a	Cluster_16
Nub1	Cluster_16
Dpysl5	Cluster_16
Sel1l3	Cluster_16
Guf1	Cluster_16
Gabrg1	Cluster_16
Lnx1	Cluster_16
Parm1	Cluster_16
Cds1	Cluster_16
Ttc28	Cluster_16
Grk3	Cluster_16
Rph3a	Cluster_16
Mlxip	Cluster_16
Ywhag	Cluster_16
Tmem130	Cluster_16
N4bp2l1	Cluster_16
Nxph1	Cluster_16
Cadps2	Cluster_16
Chrm2	Cluster_16
Hipk2	Cluster_16
Tbxas1	Cluster_16
Adcyap1r1	Cluster_16
Alms1	Cluster_16
Grip2	Cluster_16
Iqsec3	Cluster_16
Clstn3	Cluster_16
Eps8	Cluster_16
Kras	Cluster_16
Zfp536	Cluster_16
Shank1	Cluster_16
Kcnc1	Cluster_16
Chrna7	Cluster_16
Adamts17	Cluster_16
Cpeb1	Cluster_16
Homer2	Cluster_16
Tm6sf1	Cluster_16
Nrip3	Cluster_16
Plekha7	Cluster_16
Tacc2	Cluster_16
Acadsb	Cluster_16
Ctbp2	Cluster_16
Tcerg1l	Cluster_16
Zfp941	Cluster_16
Cers4	Cluster_16
Galnt7	Cluster_16
Abce1	Cluster_16
Tbc1d9	Cluster_16
Zfp423	Cluster_16
Atp6v0d1	Cluster_16
Cyb5b	Cluster_16
Zfp612	Cluster_16
Cntnap4	Cluster_16
Cpne7	Cluster_16
Olfm2	Cluster_16
Bmper	Cluster_16
Ubash3b	Cluster_16
Cep164	Cluster_16
Zbtb16	Cluster_16
Atm	Cluster_16
Etfa	Cluster_16
Thsd4	Cluster_16
Mindy2	Cluster_16
Tmem30a	Cluster_16
Hmgn3	Cluster_16
Zic1	Cluster_16
Tmem108	Cluster_16
Cpne4	Cluster_16
Cacna2d2	Cluster_16
Pdcd6ip	Cluster_16
Oxsr1	Cluster_16
Ppp1r14c	Cluster_16
Phactr2	Cluster_16
Akap7	Cluster_16
Tmem200a	Cluster_16
L3mbtl3	Cluster_16
Tspyl4	Cluster_16
Bicc1	Cluster_16
Dip2a	Cluster_16
Washc4	Cluster_16
Trhde	Cluster_16
Tbc1d30	Cluster_16
Atp5b	Cluster_16
Baz2a	Cluster_16
Adcy1	Cluster_16
Vwc2	Cluster_16
Vstm2a	Cluster_16
Mdh1	Cluster_16
Shisa6	Cluster_16
Pitpnm3	Cluster_16
Gdpd1	Cluster_16
Ankfn1	Cluster_16
Sdk2	Cluster_16
Ube2o	Cluster_16
Trappc6b	Cluster_16
Dpf3	Cluster_16
Kcnk10	Cluster_16
Pacs2	Cluster_16
Tmem196	Cluster_16
Pou6f2	Cluster_16
Auh	Cluster_16
Simc1	Cluster_16
Rasgrf2	Cluster_16
Zfyve16	Cluster_16
Fam169a	Cluster_16
Trim23	Cluster_16
Ankrd55	Cluster_16
Thoc7	Cluster_16
Gng2	Cluster_16
Zmiz1	Cluster_16
Glt8d1	Cluster_16
Adra1a	Cluster_16
Ppp3cc	Cluster_16
Klhl1	Cluster_16
Uchl3	Cluster_16
Dzip1	Cluster_16
Cdh6	Cluster_16
Sema5a	Cluster_16
Stk3	Cluster_16
Tmem65	Cluster_16
Adcy8	Cluster_16
Efr3a	Cluster_16
Nrbp2	Cluster_16
Kifc2	Cluster_16
Cacna1i	Cluster_16
Srebf2	Cluster_16
Pacsin2	Cluster_16
Yaf2	Cluster_16
Pced1b	Cluster_16
Ubxn7	Cluster_16
Tfrc	Cluster_16
Polq	Cluster_16
Sidt1	Cluster_16
Tfg	Cluster_16
Grik1	Cluster_16
Kcnj6	Cluster_16
Sft2d1	Cluster_16
Map3k4	Cluster_16
Runx2	Cluster_16
Rnf138	Cluster_16
Asxl3	Cluster_16
Fhod3	Cluster_16
Reep5	Cluster_16
Fgf1	Cluster_16
Sema6a	Cluster_16
Cep120	Cluster_16
Ablim3	Cluster_16
Prune2	Cluster_16
Pip5k1b	Cluster_16
Pank1	Cluster_16
Htr7	Cluster_16
Syp	Cluster_16
Hprt	Cluster_16
Mamld1	Cluster_16
Gabra3	Cluster_16
Maged1	Cluster_16
Las1l	Cluster_16
Taf1	Cluster_16
Cox7b	Cluster_16
Hdx	Cluster_16
Cstf2	Cluster_16
Il1rapl2	Cluster_16
Frmpd3	Cluster_16
Acsl4	Cluster_16
Trpc5	Cluster_16
Rtl4	Cluster_16
Vxn	Cluster_17
Sulf1	Cluster_17
Jph1	Cluster_17
Ogfrl1	Cluster_17
Col19a1	Cluster_17
Bend6	Cluster_17
Kansl3	Cluster_17
Lman2l	Cluster_17
Actr1b	Cluster_17
Rnf149	Cluster_17
Fhl2	Cluster_17
Nck2	Cluster_17
Nab1	Cluster_17
Mfsd6	Cluster_17
1700019D03Rik	Cluster_17
Satb2	Cluster_17
Orc2	Cluster_17
Trak2	Cluster_17
Ica1l	Cluster_17
Nrp2	Cluster_17
Vwc2l	Cluster_17
Sphkap	Cluster_17
Stk25	Cluster_17
Kdsr	Cluster_17
Dsel	Cluster_17
Nckap5	Cluster_17
Tmem163	Cluster_17
Ubxn4	Cluster_17
Pfkfb2	Cluster_17
Mfsd4a	Cluster_17
Atp2b4	Cluster_17
Adora1	Cluster_17
Shisa4	Cluster_17
B3galt2	Cluster_17
Arpc5	Cluster_17
Ankrd45	Cluster_17
Grem2	Cluster_17
Cnih3	Cluster_17
Rcor3	Cluster_17
Cr1l	Cluster_17
Rsu1	Cluster_17
Stam	Cluster_17
Entr1	Cluster_17
Olfm1	Cluster_17
Zer1	Cluster_17
Angptl2	Cluster_17
Golga1	Cluster_17
Ppp6c	Cluster_17
Grb14	Cluster_17
Pdk1	Cluster_17
Syt13	Cluster_17
Hsd17b12	Cluster_17
Pamr1	Cluster_17
Slc1a2	Cluster_17
Tcp11l1	Cluster_17
Katnbl1	Cluster_17
Fmn1	Cluster_17
Chp1	Cluster_17
Tyro3	Cluster_17
Pla2g4e	Cluster_17
Tmem87a	Cluster_17
Snap23	Cluster_17
Slc24a5	Cluster_17
Stard7	Cluster_17
Mrps5	Cluster_17
Slc20a1	Cluster_17
Rnf24	Cluster_17
Dstn	Cluster_17
Naa20	Cluster_17
Napb	Cluster_17
H13	Cluster_17
Nol4l	Cluster_17
4930404H24Rik	Cluster_17
Mapre1	Cluster_17
Eif2s2	Cluster_17
Cpne1	Cluster_17
Rims4	Cluster_17
Ywhab	Cluster_17
Stk4	Cluster_17
Sulf2	Cluster_17
Dok5	Cluster_17
Gm14393	Cluster_17
Stmn3	Cluster_17
Zbtb46	Cluster_17
Stmn2	Cluster_17
Tpd52	Cluster_17
Nceh1	Cluster_17
Skil	Cluster_17
Zmat3	Cluster_17
Zfp639	Cluster_17
Usp13	Cluster_17
Ccdc39	Cluster_17
Larp1b	Cluster_17
P2ry12	Cluster_17
Gmps	Cluster_17
Fnip2	Cluster_17
Pdgfc	Cluster_17
Sema4a	Cluster_17
Tpm3	Cluster_17
Mllt11	Cluster_17
Ensa	Cluster_17
Sv2a	Cluster_17
Rnf115	Cluster_17
Atp1a1	Cluster_17
Hipk1	Cluster_17
Phtf1	Cluster_17
Lrif1	Cluster_17
Snx7	Cluster_17
Usp53	Cluster_17
Sec24d	Cluster_17
Prss12	Cluster_17
Bmpr1b	Cluster_17
Sh3glb1	Cluster_17
Ddah1	Cluster_17
Tgs1	Cluster_17
Rbm12b2	Cluster_17
Ccnc	Cluster_17
Faxc	Cluster_17
Gpr63	Cluster_17
Unc13b	Cluster_17
Tmod1	Cluster_17
Nr4a3	Cluster_17
Erp44	Cluster_17
Tex10	Cluster_17
Rnf20	Cluster_17
Elp1	Cluster_17
Ctnnal1	Cluster_17
Frrs1l	Cluster_17
Susd1	Cluster_17
Frmd3	Cluster_17
Mpdz	Cluster_17
Adamtsl1	Cluster_17
Hacd4	Cluster_17
Plaa	Cluster_17
Fggy	Cluster_17
Lrp8	Cluster_17
Eps15	Cluster_17
Elavl4	Cluster_17
Trabd2b	Cluster_17
Pik3r3	Cluster_17
Hpcal4	Cluster_17
Mycbp	Cluster_17
Meaf6	Cluster_17
Stk40	Cluster_17
Ptpru	Cluster_17
Mecr	Cluster_17
Atpif1	Cluster_17
Fam76a	Cluster_17
Stmn1	Cluster_17
Igsf21	Cluster_17
Efhd2	Cluster_17
Plekhg5	Cluster_17
Acot7	Cluster_17
Chd5	Cluster_17
Cdk11b	Cluster_17
Pex1	Cluster_17
Cfap69	Cluster_17
Agap3	Cluster_17
Chpf2	Cluster_17
Dpysl5	Cluster_17
Anapc4	Cluster_17
Sel1l3	Cluster_17
Nwd2	Cluster_17
Uchl1	Cluster_17
Ociad1	Cluster_17
Ociad2	Cluster_17
Usp46	Cluster_17
Cdkl2	Cluster_17
Ccni	Cluster_17
Tmem150c	Cluster_17
Sec31a	Cluster_17
Cds1	Cluster_17
Lrrc8b	Cluster_17
Lrrc8c	Cluster_17
Brdt	Cluster_17
Ephx4	Cluster_17
Btbd8	Cluster_17
Gak	Cluster_17
Galnt9	Cluster_17
Grk3	Cluster_17
2900026A02Rik	Cluster_17
Dynll1	Cluster_17
Suds3	Cluster_17
Rasal1	Cluster_17
Rph3a	Cluster_17
Ift81	Cluster_17
Rhof	Cluster_17
Glt1d1	Cluster_17
Clip2	Cluster_17
Stx1a	Cluster_17
Pom121	Cluster_17
Ywhag	Cluster_17
Adap1	Cluster_17
Iqce	Cluster_17
Usp12	Cluster_17
B3glct	Cluster_17
N4bp2l1	Cluster_17
Cadps2	Cluster_17
Chrm2	Cluster_17
Hipk2	Cluster_17
Tbxas1	Cluster_17
Osbpl3	Cluster_17
Neurod6	Cluster_17
Vopp1	Cluster_17
Fam13a	Cluster_17
Gng12	Cluster_17
Immt	Cluster_17
Fbxo41	Cluster_17
Gfpt1	Cluster_17
Antxr1	Cluster_17
Arhgap25	Cluster_17
Mgll	Cluster_17
Slc25a26	Cluster_17
Mitf	Cluster_17
Camk1	Cluster_17
Emc3	Cluster_17
Iqsec3	Cluster_17
Clstn3	Cluster_17
Pianp	Cluster_17
Etv6	Cluster_17
Kras	Cluster_17
Ipo8	Cluster_17
Amn1	Cluster_17
Slc8a2	Cluster_17
Eml2	Cluster_17
Supt5	Cluster_17
Ankrd27	Cluster_17
Tshz3	Cluster_17
Shank1	Cluster_17
Slc17a7	Cluster_17
Lmtk3	Cluster_17
Gabra5	Cluster_17
Atp10a	Cluster_17
Chrna7	Cluster_17
Iqgap1	Cluster_17
Cpeb1	Cluster_17
Ap3b2	Cluster_17
Homer2	Cluster_17
Pgm2l1	Cluster_17
Clpb	Cluster_17
Tub	Cluster_17
Nrip3	Cluster_17
Spon1	Cluster_17
Plekha7	Cluster_17
Hs3st2	Cluster_17
Zfp771	Cluster_17
Inpp5a	Cluster_17
Adgra1	Cluster_17
Ap2a2	Cluster_17
Brsk2	Cluster_17
Cers4	Cluster_17
Cul4a	Cluster_17
Tfdp1	Cluster_17
Ikbkb	Cluster_17
Plpbp	Cluster_17
Mfhas1	Cluster_17
Asah1	Cluster_17
Fbxo8	Cluster_17
Mau2	Cluster_17
Ncan	Cluster_17
Tmem38a	Cluster_17
Smad1	Cluster_17
Abce1	Cluster_17
Tbc1d9	Cluster_17
Lyl1	Cluster_17
Nfix	Cluster_17
Mast1	Cluster_17
Siah1a	Cluster_17
Rpgrip1l	Cluster_17
Ogfod1	Cluster_17
Atp6v0d1	Cluster_17
Ranbp10	Cluster_17
Slc7a6	Cluster_17
Cntnap4	Cluster_17
Cdyl2	Cluster_17
Spg7	Cluster_17
Itgb1	Cluster_17
Alkbh8	Cluster_17
Pgr	Cluster_17
Fam76b	Cluster_17
Cep295	Cluster_17
Chordc1	Cluster_17
Dpy19l1	Cluster_17
Herpud2	Cluster_17
B3gat1	Cluster_17
Jam3	Cluster_17
Igsf9b	Cluster_17
Fam118b	Cluster_17
Cdon	Cluster_17
Ei24	Cluster_17
Tbcel	Cluster_17
Zbtb16	Cluster_17
Dixdc1	Cluster_17
Atm	Cluster_17
Npat	Cluster_17
Lingo1	Cluster_17
Aagab	Cluster_17
Ppib	Cluster_17
Fam81a	Cluster_17
Mindy2	Cluster_17
Ccpg1	Cluster_17
Scg3	Cluster_17
Slc17a5	Cluster_17
Col12a1	Cluster_17
Hmgn3	Cluster_17
Me1	Cluster_17
Tmem108	Cluster_17
Cpne4	Cluster_17
Mrpl3	Cluster_17
Dcaf1	Cluster_17
Usp4	Cluster_17
Ip6k2	Cluster_17
Dync1li1	Cluster_17
Oxsr1	Cluster_17
Myrip	Cluster_17
Ctnnb1	Cluster_17
Ppp1r14c	Cluster_17
Rmnd1	Cluster_17
Ipcef1	Cluster_17
Lrp11	Cluster_17
Heca	Cluster_17
Stx7	Cluster_17
L3mbtl3	Cluster_17
Rspo3	Cluster_17
Slc16a10	Cluster_17
Gopc	Cluster_17
Hk1	Cluster_17
Dip2a	Cluster_17
Ap3d1	Cluster_17
Atcay	Cluster_17
Zfr2	Cluster_17
Matk	Cluster_17
Washc4	Cluster_17
Gnptab	Cluster_17
Socs2	Cluster_17
Slc6a15	Cluster_17
Trhde	Cluster_17
Kcnmb4	Cluster_17
Lemd3	Cluster_17
Tbk1	Cluster_17
Baz2a	Cluster_17
Morc2a	Cluster_17
Ascc2	Cluster_17
Nipsnap1	Cluster_17
Adcy1	Cluster_17
Vwc2	Cluster_17
Cnrip1	Cluster_17
Wdpcp	Cluster_17
Pnpt1	Cluster_17
Ubtd2	Cluster_17
Sqstm1	Cluster_17
Sar1b	Cluster_17
Galnt10	Cluster_17
Zfp692	Cluster_17
Usp22	Cluster_17
Myocd	Cluster_17
Shisa6	Cluster_17
Glp2r	Cluster_17
Pitpnm3	Cluster_17
4933427D14Rik	Cluster_17
Crk	Cluster_17
Cpd	Cluster_17
Ksr1	Cluster_17
Rab11fip4	Cluster_17
Myo1d	Cluster_17
5530401A14Rik	Cluster_17
Socs7	Cluster_17
Arhgap23	Cluster_17
Casc3	Cluster_17
Wipf2	Cluster_17
Rprml	Cluster_17
Cdc27	Cluster_17
Sdk2	Cluster_17
Acox1	Cluster_17
Ube2o	Cluster_17
Nptx1	Cluster_17
Nploc4	Cluster_17
Pcyt2	Cluster_17
Mafg	Cluster_17
Adcy3	Cluster_17
Wdr35	Cluster_17
Ddx1	Cluster_17
Asap2	Cluster_17
Eipr1	Cluster_17
Pxdn	Cluster_17
Cdkl1	Cluster_17
Timm9	Cluster_17
4930447C04Rik	Cluster_17
Vti1b	Cluster_17
Exd2	Cluster_17
Synj2bp	Cluster_17
Map3k9	Cluster_17
Psen1	Cluster_17
Bbof1	Cluster_17
Gpatch2l	Cluster_17
Tmem63c	Cluster_17
Tmed8	Cluster_17
Sptlc2	Cluster_17
Kcnk10	Cluster_17
Itpk1	Cluster_17
Rala	Cluster_17
Pou6f2	Cluster_17
BC005537	Cluster_17
D130043K22Rik	Cluster_17
E2f3	Cluster_17
Smim13	Cluster_17
Hivep1	Cluster_17
Kif13a	Cluster_17
Sema4d	Cluster_17
Diras2	Cluster_17
Auh	Cluster_17
Sptlc1	Cluster_17
Simc1	Cluster_17
Cltb	Cluster_17
Uimc1	Cluster_17
Tent4a	Cluster_17
Ube2ql1	Cluster_17
Brd9	Cluster_17
Pcsk1	Cluster_17
Hmgcr	Cluster_17
Fam169a	Cluster_17
Gfm2	Cluster_17
Arhgef28	Cluster_17
Cdk7	Cluster_17
Slc30a5	Cluster_17
Nln	Cluster_17
Ppwd1	Cluster_17
Plk2	Cluster_17
Hmgcs1	Cluster_17
Rpl15	Cluster_17
Lrrc3b	Cluster_17
Thoc7	Cluster_17
Gng2	Cluster_17
Dlg5	Cluster_17
Zmiz1	Cluster_17
Arhgef3	Cluster_17
Armh4	Cluster_17
Slc7a8	Cluster_17
Ift88	Cluster_17
Fam124a	Cluster_17
Wdfy2	Cluster_17
Gfra2	Cluster_17
Cog3	Cluster_17
Uchl3	Cluster_17
Fbxl3	Cluster_17
Dzip1	Cluster_17
Dnajc3	Cluster_17
Ipo5	Cluster_17
Itgbl1	Cluster_17
Rai14	Cluster_17
Sub1	Cluster_17
Drosha	Cluster_17
Cdh6	Cluster_17
Fbxl7	Cluster_17
Sema5a	Cluster_17
Stk3	Cluster_17
Azin1	Cluster_17
Zfpm2	Cluster_17
Eif3e	Cluster_17
Emc2	Cluster_17
Eny2	Cluster_17
Taf2	Cluster_17
Adcy8	Cluster_17
Efr3a	Cluster_17
St3gal1	Cluster_17
Kcnk9	Cluster_17
Nrbp2	Cluster_17
Kifc2	Cluster_17
Csnk1e	Cluster_17
Srebf2	Cluster_17
Scube1	Cluster_17
Mpped1	Cluster_17
Brd1	Cluster_17
Scaf11	Cluster_17
Slc38a2	Cluster_17
Pced1b	Cluster_17
Ccnt1	Cluster_17
Cers5	Cluster_17
Slc4a8	Cluster_17
Nr4a1	Cluster_17
Map3k12	Cluster_17
Rogdi	Cluster_17
Glyr1	Cluster_17
Ubn1	Cluster_17
Lztr1	Cluster_17
Dgcr8	Cluster_17
Fam131a	Cluster_17
Etv5	Cluster_17
Pak2	Cluster_17
Sema5b	Cluster_17
Polq	Cluster_17
Usf3	Cluster_17
Sidt1	Cluster_17
Atg3	Cluster_17
Ift57	Cluster_17
Cldnd1	Cluster_17
Nrip1	Cluster_17
Usp16	Cluster_17
Kcnj6	Cluster_17
Synj2	Cluster_17
Agpat4	Cluster_17
Tcte2	Cluster_17
Spaca6	Cluster_17
Zfp40	Cluster_17
Tbc1d24	Cluster_17
Abca3	Cluster_17
Rab26	Cluster_17
Capn15	Cluster_17
Rgs11	Cluster_17
Ergic1	Cluster_17
Nudt3	Cluster_17
H2-T24	Cluster_17
Tnfrsf21	Cluster_17
Runx2	Cluster_17
Tmem63b	Cluster_17
Dlk2	Cluster_17
Ptk7	Cluster_17
Rftn1	Cluster_17
Satb1	Cluster_17
Ralbp1	Cluster_17
Ndufv2	Cluster_17
Galnt14	Cluster_17
Spast	Cluster_17
Tmem178	Cluster_17
Cul2	Cluster_17
Svil	Cluster_17
B4galt6	Cluster_17
Rnf138	Cluster_17
Asxl3	Cluster_17
Elp2	Cluster_17
Fhod3	Cluster_17
Fgf1	Cluster_17
Mcc	Cluster_17
Snx24	Cluster_17
Slc12a2	Cluster_17
Ndst1	Cluster_17
Slc6a7	Cluster_17
Spink10	Cluster_17
Napg	Cluster_17
Afg3l2	Cluster_17
Ptpn2	Cluster_17
Smad7	Cluster_17
Smad2	Cluster_17
St8sia5	Cluster_17
Cyb5a	Cluster_17
Naa40	Cluster_17
Tmem132a	Cluster_17
Stx3	Cluster_17
Cep78	Cluster_17
Prune2	Cluster_17
Pcsk5	Cluster_17
Minpp1	Cluster_17
Stambpl1	Cluster_17
Slit1	Cluster_17
Shoc2	Cluster_17
Syp	Cluster_17
Lamp2	Cluster_17
Zdhhc9	Cluster_17
Hprt	Cluster_17
Mamld1	Cluster_17
Gabra3	Cluster_17
L1cam	Cluster_17
Gdi1	Cluster_17
Pls3	Cluster_17
Dlg3	Cluster_17
Taf1	Cluster_17
Hdx	Cluster_17
Cstf2	Cluster_17
Il1rapl2	Cluster_17
Acsl4	Cluster_17
Tmem29	Cluster_17
Phf8	Cluster_17
Klf8	Cluster_17
Ptchd1	Cluster_17
Ctps2	Cluster_17
Glra2	Cluster_17
Slco5a1	Cluster_18
Nab1	Cluster_18
Pard3b	Cluster_18
Nrp2	Cluster_18
Ikzf2	Cluster_18
Ramp1	Cluster_18
Atp2b4	Cluster_18
Pcp4l1	Cluster_18
Pld5	Cluster_18
Ptpn14	Cluster_18
Prkcq	Cluster_18
Ntng2	Cluster_18
Dab2ip	Cluster_18
Pde11a	Cluster_18
Itgav	Cluster_18
Dgkz	Cluster_18
Tox2	Cluster_18
Tshz2	Cluster_18
Gpr149	Cluster_18
Col11a1	Cluster_18
Snx7	Cluster_18
Frmpd1	Cluster_18
Grin3a	Cluster_18
E130308A19Rik	Cluster_18
Adamtsl1	Cluster_18
Pik3r3	Cluster_18
Casz1	Cluster_18
Rgs12	Cluster_18
N4bp2	Cluster_18
Prkg2	Cluster_18
Arhgap24	Cluster_18
Fbrsl1	Cluster_18
Grk3	Cluster_18
Cabp1	Cluster_18
Cux2	Cluster_18
Glt1d1	Cluster_18
Tac1	Cluster_18
Nxph1	Cluster_18
Wnt2	Cluster_18
Trim24	Cluster_18
Hipk2	Cluster_18
Dennd2a	Cluster_18
Osbpl3	Cluster_18
Prok2	Cluster_18
Iqsec3	Cluster_18
Rerg	Cluster_18
Ldhb	Cluster_18
Ryr1	Cluster_18
Zfp536	Cluster_18
Stard5	Cluster_18
Folh1	Cluster_18
Tead1	Cluster_18
Plekha7	Cluster_18
Gpr26	Cluster_18
Tcerg1l	Cluster_18
Fat1	Cluster_18
Npy5r	Cluster_18
Npy1r	Cluster_18
Naf1	Cluster_18
Sipa1l2	Cluster_18
