Gene	Cluster
Svil	Cluster_0
Mpp7	Cluster_0
Zfp521	Cluster_0
Sh3rf2	Cluster_0
Stk32a	Cluster_0
Snx2	Cluster_0
Snx24	Cluster_0
Txnl1	Cluster_0
St8sia3	Cluster_0
Onecut2	Cluster_0
Rasgrp2	Cluster_0
Naa40	Cluster_0
Dnmbp	Cluster_0
Erlin1	Cluster_0
Sh3pxd2a	Cluster_0
Grk5	Cluster_0
Klhl13	Cluster_0
Akap17b	Cluster_0
Stk26	Cluster_0
Rbmx	Cluster_0
Zfx	Cluster_0
Klhl15	Cluster_0
Abcb7	Cluster_0
Hdx	Cluster_0
Il1rapl2	Cluster_0
Rtl4	Cluster_0
Tmem29	Cluster_0
Ptchd1	Cluster_0
Gm15155	Cluster_0
Jph1	Cluster_1
Rnf149	Cluster_1
Myo1b	Cluster_1
Ica1l	Cluster_1
Ccnyl1	Cluster_1
Speg	Cluster_1
Slc4a3	Cluster_1
Ramp1	Cluster_1
Per2	Cluster_1
Ppp1r7	Cluster_1
Pik3c2b	Cluster_1
Rgs8	Cluster_1
Ankrd45	Cluster_1
Adss	Cluster_1
Cnst	Cluster_1
H3f3a	Cluster_1
Angel2	Cluster_1
Pfkfb3	Cluster_1
Slc25a25	Cluster_1
Dcaf17	Cluster_1
Gpr155	Cluster_1
Itgav	Cluster_1
C1qtnf4	Cluster_1
Chst1	Cluster_1
Aqr	Cluster_1
Itpka	Cluster_1
Tyro3	Cluster_1
Secisbp2l	Cluster_1
Lzts3	Cluster_1
Slx4ip	Cluster_1
Blcap	Cluster_1
Pmepa1	Cluster_1
Zfp831	Cluster_1
Cyp7b1	Cluster_1
Dcun1d1	Cluster_1
Rap2b	Cluster_1
Pdcd10	Cluster_1
Gucy1a1	Cluster_1
Arhgef2	Cluster_1
Prkab2	Cluster_1
Atp1a1	Cluster_1
Pifo	Cluster_1
Vav3	Cluster_1
Gpr88	Cluster_1
Dnajb4	Cluster_1
Nexn	Cluster_1
Penk	Cluster_1
Pdp1	Cluster_1
Calb1	Cluster_1
Gpr63	Cluster_1
Ubap2	Cluster_1
Tdrd7	Cluster_1
Tmod1	Cluster_1
Ror1	Cluster_1
Ppt1	Cluster_1
Cap1	Cluster_1
Hpca	Cluster_1
Adgrb2	Cluster_1
Oprd1	Cluster_1
Dnajc8	Cluster_1
Sh2d5	Cluster_1
Kif17	Cluster_1
Ajap1	Cluster_1
Gabrd	Cluster_1
Reln	Cluster_1
Ccni	Cluster_1
Hnrnpd	Cluster_1
Lrrc8b	Cluster_1
Lrrc8c	Cluster_1
Tgfbr3	Cluster_1
Ephx4	Cluster_1
Zfp932	Cluster_1
Tesc	Cluster_1
Pptc7	Cluster_1
Muc3a	Cluster_1
Agfg2	Cluster_1
Arpc1a	Cluster_1
Hsph1	Cluster_1
Osbpl3	Cluster_1
Rnf103	Cluster_1
Chmp3	Cluster_1
Tgfa	Cluster_1
Ano2	Cluster_1
Prmt8	Cluster_1
Fgfr1op2	Cluster_1
Shisa7	Cluster_1
Slc8a2	Cluster_1
Arhgap33	Cluster_1
Dpy19l3	Cluster_1
Car11	Cluster_1
Gabra5	Cluster_1
Abhd2	Cluster_1
Nars2	Cluster_1
Arrb1	Cluster_1
Dhx32	Cluster_1
Galnt7	Cluster_1
Cx3cl1	Cluster_1
Zfp1	Cluster_1
Mbtps1	Cluster_1
Tomm20	Cluster_1
Icam5	Cluster_1
Ilf3	Cluster_1
B3gat1	Cluster_1
Prdm10	Cluster_1
Nrgn	Cluster_1
Scn3b	Cluster_1
Scn4b	Cluster_1
Usp28	Cluster_1
Drd2	Cluster_1
Smad3	Cluster_1
Car12	Cluster_1
Tpm1	Cluster_1
Arpp19	Cluster_1
Gnb5	Cluster_1
Mlip	Cluster_1
Lrrc1	Cluster_1
Gclc	Cluster_1
Filip1	Cluster_1
Mei4	Cluster_1
Mrpl3	Cluster_1
Traip	Cluster_1
Usp4	Cluster_1
Dclk3	Cluster_1
Tmem158	Cluster_1
Fig4	Cluster_1
Ccdc6	Cluster_1
Adora2a	Cluster_1
Pttg1ip	Cluster_1
Atcay	Cluster_1
Mdh1	Cluster_1
B3gnt2	Cluster_1
Ubtd2	Cluster_1
Rnf145	Cluster_1
Ppp2ca	Cluster_1
Glp2r	Cluster_1
Sgsm2	Cluster_1
Ywhae	Cluster_1
Rhbdl3	Cluster_1
Hlf	Cluster_1
Socs7	Cluster_1
Mllt6	Cluster_1
Cacng4	Cluster_1
Ddx1	Cluster_1
Pxdn	Cluster_1
Tspan13	Cluster_1
Etv1	Cluster_1
Akap5	Cluster_1
Rab15	Cluster_1
Atp6v1d	Cluster_1
Vti1b	Cluster_1
Galc	Cluster_1
Ccdc88c	Cluster_1
Vrk1	Cluster_1
Mok	Cluster_1
Actn2	Cluster_1
Gcnt2	Cluster_1
Rbm24	Cluster_1
Cenpp	Cluster_1
Ell2	Cluster_1
Cetn3	Cluster_1
Cox7c	Cluster_1
Iqgap2	Cluster_1
Gtf2h2	Cluster_1
Plk2	Cluster_1
Lrrc3b	Cluster_1
Peli2	Cluster_1
Slc7a8	Cluster_1
Mphosph8	Cluster_1
Zmym5	Cluster_1
Spata13	Cluster_1
Itgbl1	Cluster_1
Rnf19a	Cluster_1
Lrp12	Cluster_1
Zfat	Cluster_1
Plec	Cluster_1
Cacng2	Cluster_1
Cacna1i	Cluster_1
Shank3	Cluster_1
Syt10	Cluster_1
Arf3	Cluster_1
2510009E07Rik	Cluster_1
Etv5	Cluster_1
Cxadr	Cluster_1
Setd4	Cluster_1
B3galt5	Cluster_1
Fam120b	Cluster_1
Fbxl16	Cluster_1
Rgs11	Cluster_1
Grm4	Cluster_1
Enpp5	Cluster_1
Cdc42ep3	Cluster_1
Svil	Cluster_1
Mpp7	Cluster_1
Sh3rf2	Cluster_1
Stk32a	Cluster_1
Htr4	Cluster_1
St8sia3	Cluster_1
Rasgrp2	Cluster_1
Naa40	Cluster_1
Pcsk5	Cluster_1
Klf9	Cluster_1
Dnmbp	Cluster_1
Erlin1	Cluster_1
Pdzd8	Cluster_1
Klhl13	Cluster_1
Upf3b	Cluster_1
Zfx	Cluster_1
Ptchd1	Cluster_1
Sms	Cluster_1
St18	Cluster_10
Jph1	Cluster_10
Ankrd44	Cluster_10
Ikzf2	Cluster_10
Tmbim1	Cluster_10
Dnajb2	Cluster_10
Acsl3	Cluster_10
Ptma	Cluster_10
Cdh20	Cluster_10
Cdh19	Cluster_10
Nckap5	Cluster_10
Tmem163	Cluster_10
Tmcc2	Cluster_10
Cntn2	Cluster_10
Pik3c2b	Cluster_10
Shisa4	Cluster_10
Csrp1	Cluster_10
Nek7	Cluster_10
Pla2g4a	Cluster_10
Glul	Cluster_10
Stx6	Cluster_10
Mpzl1	Cluster_10
Adamts4	Cluster_10
Kcnj10	Cluster_10
Tmem63a	Cluster_10
Trp53bp2	Cluster_10
Dusp10	Cluster_10
Kctd3	Cluster_10
Prox1	Cluster_10
Usp6nl	Cluster_10
Prkcq	Cluster_10
Abca2	Cluster_10
Ptgds	Cluster_10
Abl1	Cluster_10
Gsn	Cluster_10
Tnfaip6	Cluster_10
Ermn	Cluster_10
Tanc1	Cluster_10
Fign	Cluster_10
Grb14	Cluster_10
Cobll1	Cluster_10
Metap1d	Cluster_10
Wipf1	Cluster_10
Itprid2	Cluster_10
Prr5l	Cluster_10
Ldlrad3	Cluster_10
Tyro3	Cluster_10
Stard9	Cluster_10
Gatm	Cluster_10
Eid1	Cluster_10
Secisbp2l	Cluster_10
Mal	Cluster_10
Rassf2	Cluster_10
Bcl2l1	Cluster_10
Trpc4ap	Cluster_10
Soga1	Cluster_10
Dbndd2	Cluster_10
Bcas1	Cluster_10
Tpd52	Cluster_10
Car2	Cluster_10
Pld1	Cluster_10
Cldn11	Cluster_10
Elf2	Cluster_10
Trim59	Cluster_10
Fnip2	Cluster_10
Sh3d19	Cluster_10
Hapln2	Cluster_10
Arhgef2	Cluster_10
Syt11	Cluster_10
Otud7b	Cluster_10
Bcl9	Cluster_10
Tspan2	Cluster_10
Stxbp3	Cluster_10
Ugt8a	Cluster_10
Wls	Cluster_10
Chd7	Cluster_10
Mob3b	Cluster_10
Tmod1	Cluster_10
Abca1	Cluster_10
Fktn	Cluster_10
Lpar1	Cluster_10
E130308A19Rik	Cluster_10
Snx30	Cluster_10
Cdk5rap2	Cluster_10
Mpdz	Cluster_10
Adamtsl1	Cluster_10
Cyp2j12	Cluster_10
Eps15	Cluster_10
Efcab14	Cluster_10
Gpbp1l1	Cluster_10
Tesk2	Cluster_10
Rnf220	Cluster_10
Nkain1	Cluster_10
Stmn1	Cluster_10
Clic4	Cluster_10
Hs3st1	Cluster_10
Qdpr	Cluster_10
Scarb2	Cluster_10
Bmp2k	Cluster_10
Lrrc8b	Cluster_10
Btbd8	Cluster_10
Ppp1cc	Cluster_10
Eif4h	Cluster_10
Hip1	Cluster_10
Gjc3	Cluster_10
Adap1	Cluster_10
Mad1l1	Cluster_10
Gna12	Cluster_10
Stard13	Cluster_10
Slc25a13	Cluster_10
Gpr37	Cluster_10
Trim24	Cluster_10
Hipk2	Cluster_10
Tbxas1	Cluster_10
Nfe2l3	Cluster_10
Skap2	Cluster_10
Creb5	Cluster_10
Gng12	Cluster_10
Mitf	Cluster_10
Rybp	Cluster_10
Lrrn1	Cluster_10
Vgll4	Cluster_10
Adipor2	Cluster_10
Ninj2	Cluster_10
Kcna6	Cluster_10
Tspan9	Cluster_10
Dusp16	Cluster_10
Clasrp	Cluster_10
Sirt2	Cluster_10
Actn4	Cluster_10
Aplp1	Cluster_10
Mag	Cluster_10
Zfp536	Cluster_10
Josd2	Cluster_10
Klf13	Cluster_10
Pcsk6	Cluster_10
Pde8a	Cluster_10
Zfand6	Cluster_10
Folh1	Cluster_10
Sytl2	Cluster_10
Olfml1	Cluster_10
Ppfibp2	Cluster_10
Rnf141	Cluster_10
Insc	Cluster_10
Ccp110	Cluster_10
Gprc5b	Cluster_10
Usp31	Cluster_10
Kctd13	Cluster_10
Sez6l2	Cluster_10
Fgfr2	Cluster_10
D7Ertd443e	Cluster_10
Dock1	Cluster_10
Inpp5a	Cluster_10
Kndc1	Cluster_10
Lamp1	Cluster_10
Rasa3	Cluster_10
Arhgef10	Cluster_10
Slc20a2	Cluster_10
Wrn	Cluster_10
Enpp6	Cluster_10
Galnt7	Cluster_10
Mast3	Cluster_10
Hhip	Cluster_10
Gab1	Cluster_10
Lyl1	Cluster_10
Nfix	Cluster_10
Pllp	Cluster_10
Fa2h	Cluster_10
Rhou	Cluster_10
Endod1	Cluster_10
Anln	Cluster_10
Dpy19l1	Cluster_10
Jam3	Cluster_10
St3gal4	Cluster_10
Hepacam	Cluster_10
Ubash3b	Cluster_10
Phldb1	Cluster_10
Dixdc1	Cluster_10
Cryab	Cluster_10
Rdx	Cluster_10
Npat	Cluster_10
Scamp5	Cluster_10
Myo1e	Cluster_10
Lrrc1	Cluster_10
Pls1	Cluster_10
Trf	Cluster_10
Pdcd6ip	Cluster_10
Mobp	Cluster_10
Plekhg1	Cluster_10
Epb41l2	Cluster_10
Lama2	Cluster_10
Ptprk	Cluster_10
Reep3	Cluster_10
Bicc1	Cluster_10
Ube2d1	Cluster_10
Dip2a	Cluster_10
Trappc10	Cluster_10
Appl2	Cluster_10
Fbxo7	Cluster_10
Gnptab	Cluster_10
Cpm	Cluster_10
Tns3	Cluster_10
Meis1	Cluster_10
Ugp2	Cluster_10
Wdpcp	Cluster_10
Atp10b	Cluster_10
Efnb3	Cluster_10
Wscd1	Cluster_10
Spns2	Cluster_10
Aspa	Cluster_10
Cpd	Cluster_10
Myo1d	Cluster_10
Rffl	Cluster_10
Appbp2	Cluster_10
Arhgap23	Cluster_10
Cnp	Cluster_10
Retreg3	Cluster_10
Tex2	Cluster_10
Arsg	Cluster_10
Ttyh2	Cluster_10
Aatk	Cluster_10
Pcyt2	Cluster_10
Ywhaq	Cluster_10
Rnf144a	Cluster_10
Hbp1	Cluster_10
Sypl	Cluster_10
Agmo	Cluster_10
Cfl2	Cluster_10
Plekhg3	Cluster_10
Plekhh1	Cluster_10
Ift43	Cluster_10
Ston2	Cluster_10
Kcnk13	Cluster_10
Itpk1	Cluster_10
Prima1	Cluster_10
Clmn	Cluster_10
Hsp90aa1	Cluster_10
Wdr20	Cluster_10
Tecpr2	Cluster_10
Pacs2	Cluster_10
Itgb8	Cluster_10
Mboat1	Cluster_10
Kif13a	Cluster_10
Ptpdc1	Cluster_10
Sema4d	Cluster_10
Gkap1	Cluster_10
Tppp	Cluster_10
Ell2	Cluster_10
Arrdc3	Cluster_10
Serinc5	Cluster_10
Arhgef28	Cluster_10
Adamts6	Cluster_10
Elovl7	Cluster_10
Usp54	Cluster_10
Zcchc24	Cluster_10
Tspan14	Cluster_10
Rcbtb1	Cluster_10
Cab39l	Cluster_10
Wdfy2	Cluster_10
Stmn4	Cluster_10
Dock5	Cluster_10
Lgi3	Cluster_10
Itm2b	Cluster_10
Elf1	Cluster_10
Fbxl3	Cluster_10
Selenop	Cluster_10
Slc1a3	Cluster_10
Stk3	Cluster_10
Enpp2	Cluster_10
Fbxo32	Cluster_10
Ndrg1	Cluster_10
Nrbp2	Cluster_10
Micall1	Cluster_10
Sox10	Cluster_10
Desi1	Cluster_10
Srebf2	Cluster_10
5031439G07Rik	Cluster_10
Cerk	Cluster_10
Sbf1	Cluster_10
Scaf11	Cluster_10
Slc38a2	Cluster_10
Slc48a1	Cluster_10
Mettl7a1	Cluster_10
Galnt6	Cluster_10
Hmox2	Cluster_10
Cdip1	Cluster_10
Sec14l5	Cluster_10
Litaf	Cluster_10
Vps8	Cluster_10
St6gal1	Cluster_10
Il1rap	Cluster_10
Apod	Cluster_10
Pak2	Cluster_10
Cep97	Cluster_10
Cpox	Cluster_10
Crybg3	Cluster_10
Usp25	Cluster_10
D16Ertd472e	Cluster_10
B3galt5	Cluster_10
Synj2	Cluster_10
Agpat4	Cluster_10
Abcg1	Cluster_10
Ddr1	Cluster_10
Mog	Cluster_10
Daam2	Cluster_10
Kif6	Cluster_10
Rftn1	Cluster_10
Kat2b	Cluster_10
Tubb4a	Cluster_10
Rab31	Cluster_10
Rasgrp3	Cluster_10
Prkd3	Cluster_10
Plekhh2	Cluster_10
Npc1	Cluster_10
Osbpl1a	Cluster_10
Asxl3	Cluster_10
Reep5	Cluster_10
Trim36	Cluster_10
Sema6a	Cluster_10
Megf10	Cluster_10
Slc12a2	Cluster_10
Atp8b1	Cluster_10
Smad7	Cluster_10
Pstpip2	Cluster_10
Mbp	Cluster_10
Tmem151a	Cluster_10
Atl3	Cluster_10
Fth1	Cluster_10
Myrf	Cluster_10
Abhd17b	Cluster_10
Tjp2	Cluster_10
Vldlr	Cluster_10
Ak3	Cluster_10
Opalin	Cluster_10
R3hcc1l	Cluster_10
Pkd2l1	Cluster_10
Scd2	Cluster_10
Tcf7l2	Cluster_10
Zfp182	Cluster_10
Plxnb3	Cluster_10
Prrg1	Cluster_10
Klhl4	Cluster_10
Plp1	Cluster_10
Tsc22d3	Cluster_10
Mcmdc2	Cluster_11
Terf1	Cluster_11
Bend6	Cluster_11
Kansl3	Cluster_11
Lman2l	Cluster_11
Actr1b	Cluster_11
Mgat4a	Cluster_11
Eif5b	Cluster_11
Ankrd44	Cluster_11
Mob4	Cluster_11
Orc2	Cluster_11
Nrp2	Cluster_11
Ikzf2	Cluster_11
Vwc2l	Cluster_11
Smarcal1	Cluster_11
Rnf25	Cluster_11
Inha	Cluster_11
Sphkap	Cluster_11
Stk25	Cluster_11
Cdh20	Cluster_11
Dsel	Cluster_11
Nckap5	Cluster_11
Ubxn4	Cluster_11
Atp2b4	Cluster_11
Ipo9	Cluster_11
Tiprl	Cluster_11
Pld5	Cluster_11
Kif26b	Cluster_11
Sfmbt2	Cluster_11
Rsu1	Cluster_11
Zer1	Cluster_11
Golga1	Cluster_11
Fign	Cluster_11
Ttc21b	Cluster_11
Bbs5	Cluster_11
Ext2	Cluster_11
Qser1	Cluster_11
Dnajc24	Cluster_11
Eif2ak4	Cluster_11
Disp2	Cluster_11
Rtf1	Cluster_11
Mapkbp1	Cluster_11
Slc24a5	Cluster_11
Eid1	Cluster_11
Gabpb1	Cluster_11
Usp8	Cluster_11
Mrps5	Cluster_11
Cds2	Cluster_11
Slx4ip	Cluster_11
Naa20	Cluster_11
H13	Cluster_11
Nol4l	Cluster_11
Trpc4ap	Cluster_11
Plcg1	Cluster_11
Tox2	Cluster_11
Tshz2	Cluster_11
Zfp831	Cluster_11
Stmn3	Cluster_11
Stmn2	Cluster_11
Nceh1	Cluster_11
Usp13	Cluster_11
Ccdc39	Cluster_11
Jade1	Cluster_11
D3Ertd751e	Cluster_11
Trpc4	Cluster_11
P2ry12	Cluster_11
Gmps	Cluster_11
Zbbx	Cluster_11
Gon4l	Cluster_11
Sv2a	Cluster_11
Bcl9	Cluster_11
Hipk1	Cluster_11
Phtf1	Cluster_11
Col11a1	Cluster_11
Pdlim5	Cluster_11
Dnajb4	Cluster_11
Tgs1	Cluster_11
Chchd7	Cluster_11
Dpy19l4	Cluster_11
Tmem67	Cluster_11
Ccnc	Cluster_11
Ubap2	Cluster_11
Clta	Cluster_11
Fbxo10	Cluster_11
Rnf20	Cluster_11
Grin3a	Cluster_11
Fktn	Cluster_11
Frrs1l	Cluster_11
Zkscan16	Cluster_11
E130308A19Rik	Cluster_11
Snx30	Cluster_11
Zfp618	Cluster_11
Frmd3	Cluster_11
Plaa	Cluster_11
Ift74	Cluster_11
Patj	Cluster_11
Cachd1	Cluster_11
Ttc4	Cluster_11
Lrp8	Cluster_11
Elavl4	Cluster_11
Ptprf	Cluster_11
Mycbp	Cluster_11
Fam76a	Cluster_11
Ubxn11	Cluster_11
Ephb2	Cluster_11
Ubr4	Cluster_11
Chd5	Cluster_11
Cfap69	Cluster_11
Zfp804b	Cluster_11
Nub1	Cluster_11
Dpysl5	Cluster_11
Zfp512	Cluster_11
N4bp2	Cluster_11
Uchl1	Cluster_11
Gabrg1	Cluster_11
Lnx1	Cluster_11
Exoc1	Cluster_11
Parm1	Cluster_11
Rchy1	Cluster_11
Arhgap24	Cluster_11
Zfp326	Cluster_11
Cdc7	Cluster_11
Fbrsl1	Cluster_11
Ttc28	Cluster_11
Git2	Cluster_11
Ift81	Cluster_11
Kdm2b	Cluster_11
Rhof	Cluster_11
Ywhag	Cluster_11
Tmem130	Cluster_11
N4bp2l1	Cluster_11
Casd1	Cluster_11
Mios	Cluster_11
Nxph1	Cluster_11
Cadps2	Cluster_11
Zfp398	Cluster_11
Avl9	Cluster_11
Fam13a	Cluster_11
Ptcd3	Cluster_11
Dctn1	Cluster_11
Alms1	Cluster_11
Gfpt1	Cluster_11
Hdac11	Cluster_11
Slc25a26	Cluster_11
Iqsec3	Cluster_11
Ipo8	Cluster_11
Shisa7	Cluster_11
Vmn2r29	Cluster_11
Nova2	Cluster_11
Tmem91	Cluster_11
Tshz3	Cluster_11
Shank1	Cluster_11
Lmtk3	Cluster_11
Kcnc1	Cluster_11
Gas2	Cluster_11
Gabra5	Cluster_11
Efl1	Cluster_11
Ankrd42	Cluster_11
Arrb1	Cluster_11
Pgm2l1	Cluster_11
Clpb	Cluster_11
Numa1	Cluster_11
Tub	Cluster_11
Tead1	Cluster_11
Plekha7	Cluster_11
Vps35l	Cluster_11
Mosmo	Cluster_11
Gga2	Cluster_11
Zkscan2	Cluster_11
Acadsb	Cluster_11
Ctbp2	Cluster_11
Tcerg1l	Cluster_11
Zfp941	Cluster_11
Cers4	Cluster_11
Dcun1d2	Cluster_11
Tfdp1	Cluster_11
Wrn	Cluster_11
Asah1	Cluster_11
Fat1	Cluster_11
Glra3	Cluster_11
Galnt7	Cluster_11
Mau2	Cluster_11
Sugp2	Cluster_11
Mmaa	Cluster_11
Anapc10	Cluster_11
Vps35	Cluster_11
N4bp1	Cluster_11
Rbl2	Cluster_11
Rpgrip1l	Cluster_11
Ogfod1	Cluster_11
Nae1	Cluster_11
Slc7a6	Cluster_11
Zfp612	Cluster_11
Pdpr	Cluster_11
Cntnap4	Cluster_11
Cpne7	Cluster_11
Galnt2	Cluster_11
Pgr	Cluster_11
Ccdc82	Cluster_11
Cep295	Cluster_11
Chordc1	Cluster_11
Ilf3	Cluster_11
Rp9	Cluster_11
Bmper	Cluster_11
Prdm10	Cluster_11
Ubash3b	Cluster_11
Dixdc1	Cluster_11
Atm	Cluster_11
Npat	Cluster_11
Rcn2	Cluster_11
Lingo1	Cluster_11
Thsd4	Cluster_11
Trip4	Cluster_11
Ccpg1	Cluster_11
Eef1a1	Cluster_11
Tmem30a	Cluster_11
Atr	Cluster_11
Cacna2d2	Cluster_11
Usp4	Cluster_11
Ip6k2	Cluster_11
Dync1li1	Cluster_11
Lars2	Cluster_11
Ipcef1	Cluster_11
Ptprk	Cluster_11
Zup1	Cluster_11
Traf3ip2	Cluster_11
Scml4	Cluster_11
Tbc1d32	Cluster_11
Dip2a	Cluster_11
Cbarp	Cluster_11
Matk	Cluster_11
Washc4	Cluster_11
Cfap54	Cluster_11
Cep290	Cluster_11
Slc6a15	Cluster_11
Nipsnap1	Cluster_11
Vwc2	Cluster_11
Vstm2a	Cluster_11
Cnrip1	Cluster_11
Ahsa2	Cluster_11
Pnpt1	Cluster_11
Dock2	Cluster_11
Sqstm1	Cluster_11
Rufy1	Cluster_11
G3bp1	Cluster_11
