Gene	cluster
Inpp5f	Cluster_0
Me3	Cluster_0
Slc12a5	Cluster_0
Gm43889	Cluster_0
Prkd1	Cluster_0
Scn1a	Cluster_0
Gm50024	Cluster_0
Pigk	Cluster_0
Mdh1	Cluster_0
Zdbf2	Cluster_0
Wipf3	Cluster_0
Zdhhc2	Cluster_0
Nin	Cluster_0
B3gat1	Cluster_0
Tln2	Cluster_0
Myo3b	Cluster_0
Fnbp1l	Cluster_0
Zswim5	Cluster_0
Bcr	Cluster_0
Fam110b	Cluster_0
Gm10048	Cluster_0
Pdp1	Cluster_0
Adam23	Cluster_0
Snrpn	Cluster_0
Calm1	Cluster_0
Man2a1	Cluster_0
Gm43318	Cluster_0
Gda	Cluster_0
Celf5	Cluster_0
Rnf112	Cluster_0
Hsph1	Cluster_0
Ywhaz	Cluster_0
Gm48003	Cluster_0
Dchs2	Cluster_0
Arhgap32	Cluster_0
Pja2	Cluster_0
Cyfip2	Cluster_0
Rasgef1a	Cluster_0
Trim46	Cluster_0
Vdac1	Cluster_0
Gnb2	Cluster_0
Celf3	Cluster_0
Pifo	Cluster_0
Arf3	Cluster_0
Myh10	Cluster_0
Gm15738	Cluster_0
Focad	Cluster_0
4930428E07Rik	Cluster_0
Smarca1	Cluster_0
Morf4l1	Cluster_0
Car12	Cluster_0
Gm43316	Cluster_0
Gm38413	Cluster_0
B230334C09Rik	Cluster_0
Fkbp1a	Cluster_0
Gm15155	Cluster_0
Rap2b	Cluster_0
Mark1	Cluster_0
Gm47591	Cluster_0
Rab6b	Cluster_0
4930567K20Rik	Cluster_0
Gm47135	Cluster_0
Gap43	Cluster_0
1700111E14Rik	Cluster_0
Gm1043	Cluster_0
Cep126	Cluster_0
Gm37340	Cluster_0
Scn9a	Cluster_0
Nipal2	Cluster_0
D030068K23Rik	Cluster_0
Prmt8	Cluster_0
Shisa7	Cluster_0
Stk31	Cluster_0
Cplx2	Cluster_0
Sntb2	Cluster_0
Tpm1	Cluster_0
Dzank1	Cluster_0
Tcaf1	Cluster_0
Hsp90ab1	Cluster_0
Lingo2	Cluster_1
Ebf1	Cluster_1
Gm32647	Cluster_1
Gm2164	Cluster_1
Pdzd2	Cluster_1
Cntnap2	Cluster_1
Nrg1	Cluster_1
Ptchd4	Cluster_1
Reln	Cluster_1
Cntnap3	Cluster_1
Man1a	Cluster_1
Kcnip4	Cluster_1
Prkg1	Cluster_1
Kcnq5	Cluster_1
Cntnap5a	Cluster_1
Unc13c	Cluster_1
Dach1	Cluster_1
Nkain3	Cluster_1
Rarb	Cluster_1
Elmod1	Cluster_1
Prkch	Cluster_1
Calb1	Cluster_1
Nlgn1	Cluster_1
Ryr3	Cluster_1
Dcc	Cluster_1
Grm5	Cluster_1
Drd1	Cluster_1
Meg3	Cluster_1
Grik2	Cluster_1
Anks1b	Cluster_1
Csmd3	Cluster_1
Lrfn5	Cluster_1
Ppp3ca	Cluster_1
Prkcb	Cluster_1
Camk4	Cluster_1
Ccdc88c	Cluster_1
Mei4	Cluster_1
Cacna2d3	Cluster_1
Dlk1	Cluster_1
Grid2	Cluster_1
Sgk1	Cluster_1
Zfhx3	Cluster_1
Slc35f3	Cluster_1
Dlg2	Cluster_1
Ppp1r2	Cluster_1
Kctd16	Cluster_1
Ablim2	Cluster_1
Plppr1	Cluster_1
Adcy5	Cluster_1
Rbfox1	Cluster_1
Hs3st5	Cluster_1
Gm10754	Cluster_1
Arhgap10	Cluster_1
Wfs1	Cluster_1
Kcnab1	Cluster_1
Kirrel3	Cluster_1
Sgk3	Cluster_1
St6galnac5	Cluster_1
Csmd1	Cluster_1
Kcnq3	Cluster_1
Alcam	Cluster_1
Pde1a	Cluster_1
Dpy19l3	Cluster_1
Rasgef1b	Cluster_1
Pifo	Cluster_1
Spock3	Cluster_1
Grm7	Cluster_1
Ptprd	Cluster_1
Dab1	Cluster_1
Rgs6	Cluster_1
Dlgap2	Cluster_1
Pde1b	Cluster_1
Fgf14	Cluster_1
Diaph2	Cluster_1
Sh3rf2	Cluster_1
Kif26b	Cluster_1
Erc2	Cluster_1
Mctp1	Cluster_1
Stk32a	Cluster_1
Rian	Cluster_1
Gm28905	Cluster_1
Gm44593	Cluster_1
Robo2	Cluster_1
Sgcd	Cluster_1
B230303A05Rik	Cluster_1
Lmo7	Cluster_1
Thsd7a	Cluster_1
Akap5	Cluster_1
Trank1	Cluster_1
Gnal	Cluster_1
Pde7b	Cluster_1
Ano3	Cluster_1
Gm30382	Cluster_1
Mhrt	Cluster_1
Pigk	Cluster_1
Hs3st4	Cluster_1
Chsy3	Cluster_1
Reps2	Cluster_1
Ctnna3	Cluster_1
Stk31	Cluster_1
Adgrl2	Cluster_1
Gng7	Cluster_1
Klhl29	Cluster_1
Epha6	Cluster_1
Man1a2	Cluster_1
Dchs2	Cluster_1
Gm48312	Cluster_1
Ptpn5	Cluster_1
Galnt13	Cluster_1
Camk1d	Cluster_1
Ppp1r9a	Cluster_1
Shisa9	Cluster_1
Kcnd2	Cluster_1
Il1rapl1	Cluster_1
Grm1	Cluster_1
Acp1	Cluster_1
Cpne5	Cluster_1
Klf5	Cluster_1
Cdh7	Cluster_1
Ncdn	Cluster_1
Adamts3	Cluster_1
Sh2d5	Cluster_1
Crocc	Cluster_1
Sntg2	Cluster_1
Ptprn2	Cluster_1
Grin2b	Cluster_1
Ndrg4	Cluster_1
Gm34667	Cluster_1
Tbc1d4	Cluster_1
Gm45159	Cluster_1
Lrrtm3	Cluster_1
Stk26	Cluster_1
Cacng3	Cluster_1
Nexn	Cluster_1
Kctd1	Cluster_1
Cntn3	Cluster_1
Rab27b	Cluster_1
Gm36756	Cluster_1
Baiap2	Cluster_1
Car12	Cluster_1
Rps6ka5	Cluster_1
Cnksr2	Cluster_1
Gnb4	Cluster_1
Cacna1e	Cluster_1
Lzts3	Cluster_1
Ppp4r4	Cluster_1
Htr2c	Cluster_1
Gm42722	Cluster_1
Itpr1	Cluster_1
Grid1	Cluster_1
Lrrc4c	Cluster_1
Fam184b	Cluster_1
Kcnip2	Cluster_1
Frmpd4	Cluster_1
Prkcg	Cluster_1
Pde1c	Cluster_1
Chn1	Cluster_1
Trerf1	Cluster_1
Ror1	Cluster_1
C230014O12Rik	Cluster_1
Cttnbp2	Cluster_1
Tomm70a	Cluster_1
Cdh8	Cluster_1
9330182L06Rik	Cluster_1
Foxp1	Cluster_1
Samd5	Cluster_1
Cobl	Cluster_1
Rnf207	Cluster_1
Marchf1	Cluster_1
Gabrd	Cluster_1
Gulp1	Cluster_1
Caln1	Cluster_1
Myo1b	Cluster_1
Lrrc7	Cluster_1
Ammecr1	Cluster_1
Gm26871	Cluster_1
Itpka	Cluster_1
Gda	Cluster_1
9530059O14Rik	Cluster_1
A330015K06Rik	Cluster_1
Ntrk3	Cluster_1
Cdr1os	Cluster_1
Gm15155	Cluster_1
B230209E15Rik	Cluster_1
Camk2b	Cluster_1
Nell2	Cluster_1
Plxna2	Cluster_1
P2ry14	Cluster_1
Fstl4	Cluster_1
Col6a1	Cluster_1
Isl1	Cluster_1
Cntnap5b	Cluster_1
Mlip	Cluster_1
Kctd8	Cluster_1
Bcl11b	Cluster_1
Epha4	Cluster_1
Dtnb	Cluster_1
Dgkb	Cluster_1
Unc79	Cluster_1
Ripor2	Cluster_1
D430041D05Rik	Cluster_1
Rgs9	Cluster_1
Npas2	Cluster_1
Tmtc1	Cluster_1
Xkr6	Cluster_1
Syt10	Cluster_1
Osbpl8	Cluster_1
Atp6v0a1	Cluster_1
Rasgrf1	Cluster_1
Arhgap18	Cluster_1
Gm39456	Cluster_1
Cyld	Cluster_1
Med12l	Cluster_1
Lamp5	Cluster_1
Gsdme	Cluster_1
Mpp6	Cluster_1
Pard3	Cluster_1
Camkv	Cluster_1
Ppp1r7	Cluster_1
Ust	Cluster_1
Ano2	Cluster_1
Gm43889	Cluster_1
Syt7	Cluster_1
Cit	Cluster_1
Dock4	Cluster_1
Phf24	Cluster_1
Htr1b	Cluster_1
5330417C22Rik	Cluster_1
Rtl4	Cluster_1
Lrtm1	Cluster_1
Aff3	Cluster_1
Epb41l1	Cluster_1
Gria1	Cluster_1
Gabrb3	Cluster_1
Cntn6	Cluster_1
Necab2	Cluster_1
Smyd3	Cluster_1
Adgrl3	Cluster_1
Ppp1r1b	Cluster_1
Rgs17	Cluster_1
Gm43670	Cluster_1
Actn1	Cluster_1
Thrb	Cluster_1
Arpc1a	Cluster_1
B830012L14Rik	Cluster_1
Syt16	Cluster_1
Nptn	Cluster_1
Sptbn4	Cluster_1
4933424G05Rik	Cluster_1
Hecw1	Cluster_1
Gm43318	Cluster_1
Rap1gap	Cluster_1
Gm43316	Cluster_1
Gm1043	Cluster_1
Gabra4	Cluster_1
Nsg2	Cluster_1
Gcnt2	Cluster_1
Homer1	Cluster_1
Scn2a	Cluster_1
Galnt18	Cluster_1
Gabra2	Cluster_1
Syndig1	Cluster_1
Rasgef1a	Cluster_1
Pisd-ps2	Cluster_1
Arhgap33	Cluster_1
Celf2	Cluster_1
Mirg	Cluster_1
Cap2	Cluster_1
Myo3b	Cluster_1
Atp2b1	Cluster_1
Rassf8	Cluster_1
Adam23	Cluster_1
Gsg1l	Cluster_1
Gm10048	Cluster_1
Dgki	Cluster_1
A330102I10Rik	Cluster_1
Rit2	Cluster_1
D030068K23Rik	Cluster_1
Gm18406	Cluster_1
Tmem132b	Cluster_1
Gm45178	Cluster_1
St8sia3	Cluster_1
Prkar2b	Cluster_1
Rgs7bp	Cluster_1
Macrod2	Cluster_1
Nhs	Cluster_1
Epha7	Cluster_1
Gm42520	Cluster_1
Kcna4	Cluster_1
Efcab1	Cluster_1
Zdbf2	Cluster_1
Fnbp1l	Cluster_1
Cplx2	Cluster_1
Ric8b	Cluster_1
Vat1l	Cluster_1
Ptprn	Cluster_1
Grin1	Cluster_1
Ryr1	Cluster_1
Ajap1	Cluster_1
Smarca1	Cluster_1
Samd12	Cluster_1
Rps6ka3	Cluster_1
Arhgap6	Cluster_1
Cyfip2	Cluster_1
6530403H02Rik	Cluster_1
Tiam1	Cluster_1
Cntln	Cluster_1
Sh3kbp1	Cluster_1
Trpc5	Cluster_1
Adam12	Cluster_1
Tspoap1	Cluster_1
Sorbs2	Cluster_1
Bcr	Cluster_1
Gm17276	Cluster_1
Snrpn	Cluster_1
Ephx4	Cluster_1
Syt1	Cluster_1
Man2a1	Cluster_1
Ulk4	Cluster_1
Car11	Cluster_1
Gm15738	Cluster_1
Me3	Cluster_1
Phactr1	Cluster_1
Map1b	Cluster_1
Gm26691	Cluster_1
Ldb2	Cluster_1
Sec14l1	Cluster_1
Dzank1	Cluster_1
Gm44846	Cluster_1
Rbm24	Cluster_1
Add2	Cluster_1
Cntn1	Cluster_1
Jakmip1	Cluster_1
Icam5	Cluster_1
Mrtfb	Cluster_1
Traip	Cluster_1
Tyro3	Cluster_1
Tmem191c	Cluster_1
Ptk2b	Cluster_1
Arhgap32	Cluster_1
Cacnb4	Cluster_1
C78859	Cluster_1
Focad	Cluster_1
Mblac2	Cluster_1
Ascc3	Cluster_1
Nin	Cluster_1
Arhgap26.1	Cluster_1
Plcl2	Cluster_1
Arhgef9	Cluster_1
Catspere2	Cluster_1
Gm47591	Cluster_1
Wipf3	Cluster_1
Wasf1	Cluster_1
Tspan13	Cluster_1
Gm15261	Cluster_1
Rasgrp2	Cluster_1
Gm48003	Cluster_1
2010300C02Rik	Cluster_1
Enpp5	Cluster_1
Atxn1	Cluster_1
Gm50403	Cluster_1
Strip2	Cluster_1
C2cd5	Cluster_1
Sntb2	Cluster_1
Selenoi	Cluster_1
Gabrb2	Cluster_1
Pcmtd1	Cluster_1
Rfx3	Cluster_1
Plppr4	Cluster_1
Nrg2	Cluster_1
Tcaf1	Cluster_1
Fcho1	Cluster_1
Rnf112	Cluster_1
Slc12a5	Cluster_1
Ksr2	Cluster_1
Smpd3	Cluster_1
Plxnc1	Cluster_1
Gm5441	Cluster_1
Unc13a	Cluster_1
Tln2	Cluster_1
Gm38413	Cluster_1
Khdrbs2	Cluster_1
Tusc3	Cluster_1
Fbxl16	Cluster_1
Cacna1b	Cluster_1
Cdh4	Cluster_1
Trim46	Cluster_1
Fndc9	Cluster_1
Armc9	Cluster_1
Dtnbos	Cluster_1
Tmem91	Cluster_1
Gmcl1	Cluster_1
Nipal2	Cluster_1
Zmym3	Cluster_1
Acvr2a	Cluster_1
Egfem1	Cluster_1
Gm10754	Cluster_2
Reln	Cluster_2
Cdh18	Cluster_2
Pde1c	Cluster_2
Cntn5	Cluster_2
Tac1	Cluster_2
Rarb	Cluster_2
Cacna2d3	Cluster_2
Adcy5	Cluster_2
Brinp1	Cluster_2
Phactr1	Cluster_2
Drd1	Cluster_2
Pde10a	Cluster_2
Ctnna3	Cluster_2
Khdrbs2	Cluster_2
Rgs9	Cluster_2
Thsd7a	Cluster_2
Lrrtm3	Cluster_2
Kcnq5	Cluster_2
Caln1	Cluster_2
Onecut2	Cluster_2
Zfp385b	Cluster_2
Gnal	Cluster_2
Lingo2	Cluster_2
Foxp1	Cluster_2
Slit3	Cluster_2
Spock3	Cluster_2
Ryr3	Cluster_2
Grm7	Cluster_2
Grik2	Cluster_2
Nrg3	Cluster_2
Fgf14	Cluster_2
Tenm2	Cluster_2
Drd3	Cluster_2
Mctp1	Cluster_2
Npas2	Cluster_2
Prkch	Cluster_2
Sorcs1	Cluster_2
Cntnap3	Cluster_2
Strn	Cluster_2
Zfp804a	Cluster_2
Hs6st3	Cluster_2
Pdyn	Cluster_2
Slc24a4	Cluster_2
Kcnh1	Cluster_2
Kctd8	Cluster_2
Macrod2	Cluster_2
Dgkb	Cluster_2
Grm5	Cluster_2
Camk4	Cluster_2
Pde1b	Cluster_2
Pde7b	Cluster_2
Cpne5	Cluster_2
Alcam	Cluster_2
Kcnab1	Cluster_2
Ndrg4	Cluster_2
Fstl4	Cluster_2
Pbx3	Cluster_2
Slc35f3	Cluster_2
Tenm4	Cluster_2
Lrrc4c	Cluster_2
Pdzd2	Cluster_2
Itpr1	Cluster_2
Gng7	Cluster_2
Adamts3	Cluster_2
Strip2	Cluster_2
Gprin3	Cluster_2
Shisa9	Cluster_2
Plppr1	Cluster_2
Ppp1r2	Cluster_2
Smug1	Cluster_2
Lrrc7	Cluster_2
Col25a1	Cluster_2
Atp2b1	Cluster_2
Pcsk2	Cluster_2
Rap1gap	Cluster_2
C78859	Cluster_2
Plekha5	Cluster_2
Rnf150	Cluster_2
Erc2	Cluster_2
Ppp3ca	Cluster_2
Elmod1	Cluster_2
Gabrg3	Cluster_2
Rasgef1b	Cluster_2
Sntg2	Cluster_2
Sorcs3	Cluster_2
Unc13c	Cluster_2
Stox2	Cluster_2
Htr2c	Cluster_2
Rtn1	Cluster_2
Chn1	Cluster_2
Ank3	Cluster_2
Mhrt	Cluster_2
Cacnb2	Cluster_2
Gm48312	Cluster_2
Ppp1r9a	Cluster_2
Arhgap10	Cluster_2
Htr1f	Cluster_2
Impg1	Cluster_2
Nup93	Cluster_2
Gpr158	Cluster_2
Osbpl8	Cluster_2
Syndig1	Cluster_2
Gad2	Cluster_2
Cntnap5b	Cluster_2
Gm49906	Cluster_2
Nrg3os	Cluster_2
Zdhhc23	Cluster_2
Tmem158	Cluster_2
Crybg3	Cluster_2
Lin7a	Cluster_2
Rims2	Cluster_2
Neto1	Cluster_2
Kcnip2	Cluster_2
Galnt13	Cluster_2
Fbn2	Cluster_2
Pcdh17	Cluster_2
Stard5	Cluster_2
Ebf1	Cluster_2
Gm12128	Cluster_2
Actn2	Cluster_2
Ypel2	Cluster_2
Tomm70a	Cluster_2
Nkain2	Cluster_2
Ptprn2	Cluster_2
Nrg1	Cluster_2
Ptpn5	Cluster_2
Plcb1	Cluster_2
Cacnb4	Cluster_2
Ntn1	Cluster_2
Celf2	Cluster_2
Nlgn1	Cluster_2
Gm32647	Cluster_2
Stk32a	Cluster_2
Car12	Cluster_2
Rbms3	Cluster_2
Cdh8	Cluster_2
Kcnd2	Cluster_2
Baiap2	Cluster_2
Ephb1	Cluster_2
Gm28905	Cluster_2
Gulp1	Cluster_2
Rgs17	Cluster_2
Dach1	Cluster_2
Epb41	Cluster_2
Gpc6	Cluster_2
Lrfn5	Cluster_2
Gm15810	Cluster_2
Oprk1	Cluster_2
Akap5	Cluster_2
Myt1l	Cluster_2
Klhl29	Cluster_2
Gm20642	Cluster_2
Pdzrn4	Cluster_2
Dgkh	Cluster_2
Tbc1d8	Cluster_2
Hs6st2	Cluster_2
Gm13944	Cluster_2
Usp29	Cluster_2
Pak3	Cluster_2
Lrtm1	Cluster_2
Trank1	Cluster_2
Cdh12	Cluster_2
Smpd3	Cluster_2
B3galt5	Cluster_2
A330015K06Rik	Cluster_2
Trhr	Cluster_2
Slc35d3	Cluster_2
Kctd1	Cluster_2
Sh2d5	Cluster_2
Csmd3	Cluster_2
Cacna1e	Cluster_2
Map1b	Cluster_2
Dtnb	Cluster_2
Slc4a4	Cluster_2
Calm2	Cluster_2
Pard3	Cluster_2
Rcan2	Cluster_2
Robo1	Cluster_2
Sv2c	Cluster_2
Gm38575	Cluster_2
Gsg1l	Cluster_2
Kcnk2	Cluster_2
Slc2a13	Cluster_2
Xkr6	Cluster_2
Clmp	Cluster_2
Dcc	Cluster_2
Ppp1r1b	Cluster_2
Nefl	Cluster_2
Rab40b	Cluster_2
St8sia3	Cluster_2
Ablim2	Cluster_2
Foxo1	Cluster_2
Bcr	Cluster_2
Bcl11b	Cluster_2
Atp2b2	Cluster_2
Scn4b	Cluster_2
Tsnax	Cluster_2
Homer1	Cluster_2
Arpp21	Cluster_2
Scmh1	Cluster_2
Fam102b	Cluster_2
Rit2	Cluster_2
Prkg1	Cluster_2
Cnksr2	Cluster_2
Tle4	Cluster_2
Dcdc2a	Cluster_2
Inf2	Cluster_2
A330102I10Rik	Cluster_2
Cttnbp2	Cluster_2
C130073E24Rik	Cluster_2
B230303A05Rik	Cluster_2
Plcl2	Cluster_2
Zfyve28	Cluster_2
Gm20754	Cluster_2
Kif26b	Cluster_2
Fnbp1l	Cluster_2
Pclo	Cluster_2
Nsg2	Cluster_2
Clvs1	Cluster_2
Prkar2b	Cluster_2
Gsdme	Cluster_2
Kctd16	Cluster_2
Gm13052	Cluster_2
Cntnap5a	Cluster_2
Fry	Cluster_2
Myo1b	Cluster_2
Osbp2	Cluster_2
Mme	Cluster_2
Rnf112	Cluster_2
Sdk1	Cluster_2
Col6a1	Cluster_2
Rbms1	Cluster_2
Sv2b	Cluster_2
Gabra4	Cluster_2
Cdh7	Cluster_2
Nrg2	Cluster_2
Gabrd	Cluster_2
Diaph2	Cluster_2
Dclk3	Cluster_2
Mrtfb	Cluster_2
Camk2b	Cluster_2
4933424G05Rik	Cluster_2
Gabrb2	Cluster_2
Unc79	Cluster_2
Ric8b	Cluster_2
Dlg2	Cluster_2
Lmo7	Cluster_2
Adam23	Cluster_2
Mpp6	Cluster_2
Rims1	Cluster_2
Runx1t1	Cluster_2
Nptn	Cluster_2
Rasgrp1	Cluster_2
