Gene	cluster
Lifr	Cluster_5
Ncoa3	Cluster_5
Sh3glb1	Cluster_5
Fam13c	Cluster_5
Nr3c1	Cluster_5
Llgl1	Cluster_5
Snx1	Cluster_5
Fam214a	Cluster_5
Phactr2	Cluster_5
Tecr	Cluster_5
Pnrc1	Cluster_5
Ptpra	Cluster_5
Srsf2	Cluster_5
Iqsec1	Cluster_5
Golga7	Cluster_5
Rb1	Cluster_5
Pogk	Cluster_5
Trmt13	Cluster_5
Spag9	Cluster_5
Prkacb	Cluster_5
Lta4h	Cluster_5
Dnm2	Cluster_5
Pak2	Cluster_5
Trim35	Cluster_5
Acot7	Cluster_5
Mfsd14a	Cluster_5
Ctnna1	Cluster_5
Gnptab	Cluster_5
Hdac7	Cluster_5
Tmem39a	Cluster_5
Zfyve1	Cluster_5
B230118H07Rik	Cluster_5
Cab39l	Cluster_5
Sfr1	Cluster_5
Gpd2	Cluster_5
Omg	Cluster_5
Gde1	Cluster_5
Cfl2	Cluster_5
Parg	Cluster_5
R3hcc1l	Cluster_5
Ints4	Cluster_5
Spock1	Cluster_5
Ppp2r5a	Cluster_5
Gca	Cluster_5
Map1a	Cluster_5
Rybp	Cluster_5
Kat6a	Cluster_5
Zfp740	Cluster_5
Prkcz	Cluster_5
Coro1c	Cluster_5
Crybg3	Cluster_5
Cept1	Cluster_5
Tyro3	Cluster_5
Kmt2c	Cluster_5
Zfp608	Cluster_5
Nf1	Cluster_5
Nrd1	Cluster_5
Srgap1	Cluster_5
Zcchc7	Cluster_5
Nipa1	Cluster_5
Phyhipl	Cluster_5
Bcl9	Cluster_5
Actn4	Cluster_5
Hmgb1	Cluster_5
Slco3a1	Cluster_5
Elavl3	Cluster_5
Arnt2	Cluster_5
Ppp2ca	Cluster_5
Nav1	Cluster_5
Tpd52	Cluster_5
Amd1	Cluster_5
Mapre2	Cluster_5
Hltf	Cluster_5
Selenof	Cluster_5
Glod4	Cluster_5
Clip3	Cluster_5
Dgki	Cluster_5
Prpsap1	Cluster_5
Ugp2	Cluster_5
Bace1	Cluster_5
Irs2	Cluster_5
Wasf2	Cluster_5
Fggy	Cluster_5
Rnf181	Cluster_5
Lrrc1	Cluster_5
Gpbp1l1	Cluster_5
Pdxdc1	Cluster_5
Mcm9	Cluster_5
Rsrc1	Cluster_5
Acyp2	Cluster_5
Pot1b	Cluster_5
Dctn4	Cluster_5
Ppia	Cluster_5
Krcc1	Cluster_5
1110059E24Rik	Cluster_5
Onecut2	Cluster_5
Rsu1	Cluster_5
Washc2	Cluster_5
Fbxl3	Cluster_5
Ppp1r10	Cluster_5
Nipbl	Cluster_5
Fktn	Cluster_5
Appbp2	Cluster_5
Tpd52l2	Cluster_5
Tor1aip1	Cluster_5
Dram2	Cluster_5
Pou3f3	Cluster_5
Rnf144a	Cluster_5
Tet1	Cluster_5
Rps6ka5	Cluster_5
Apbb1	Cluster_5
Eif4g2	Cluster_5
Slc10a7	Cluster_5
Fbl	Cluster_5
Thra	Cluster_5
Wrn	Cluster_5
Tbc1d14	Cluster_5
Lcorl	Cluster_5
Papss1	Cluster_5
Mdm2	Cluster_5
Trpc4ap	Cluster_5
Acaa1a	Cluster_5
Tpst1	Cluster_5
Sh3kbp1	Cluster_5
Hmgn2	Cluster_5
Dis3l2	Cluster_5
Git2	Cluster_5
Asphd1	Cluster_5
Gpr137c	Cluster_5
Eif4h	Cluster_5
Fermt2	Cluster_5
Epm2aip1	Cluster_5
Rusc2	Cluster_5
Pafah1b2	Cluster_5
Rhoa	Cluster_5
Mgat3	Cluster_5
Rabgap1l	Cluster_5
Sptlc2	Cluster_5
Mvb12b	Cluster_5
Dnajb12	Cluster_5
Cblb	Cluster_5
B3galt5	Cluster_5
Arl2	Cluster_5
Nckap5	Cluster_5
Rif1	Cluster_5
Stk3	Cluster_5
Gtf2f2	Cluster_5
Gtdc1	Cluster_5
Slc43a2	Cluster_5
Selenom	Cluster_5
Ap3b1	Cluster_5
Mxd4	Cluster_5
AW549877	Cluster_5
Elp4	Cluster_5
Heatr3	Cluster_5
9330182L06Rik	Cluster_5
Sp1	Cluster_5
Cdip1	Cluster_5
Fto	Cluster_5
Tmem165	Cluster_5
Camkmt	Cluster_5
Chuk	Cluster_5
Trpc1	Cluster_5
Ccser2	Cluster_5
Cdk5	Cluster_5
Atp9a	Cluster_5
Sys1	Cluster_5
Atl3	Cluster_5
Ctif	Cluster_5
Hmgcl	Cluster_5
Stx7	Cluster_5
Kdm4a	Cluster_5
Adamts6	Cluster_5
Zfp706	Cluster_5
Mgrn1	Cluster_5
Setd5	Cluster_5
Trpm7	Cluster_5
Trip11	Cluster_5
Rbm25	Cluster_5
Kmt2e	Cluster_5
Hdac5	Cluster_5
Hdac11	Cluster_5
Insr	Cluster_5
Cbx4	Cluster_5
Vezf1	Cluster_5
Prpf40a	Cluster_5
Pot1a	Cluster_5
Prkn	Cluster_5
Grm8	Cluster_6
Vwc2l	Cluster_6
Inpp4b	Cluster_6
Erbb4	Cluster_6
Sphkap	Cluster_6
Chst9	Cluster_6
Foxp2	Cluster_6
Thsd7b	Cluster_6
Kcnc2	Cluster_6
Tshz1	Cluster_6
Adarb2	Cluster_6
Zfp804b	Cluster_6
Pbx3	Cluster_6
Htr1f	Cluster_6
Unc5d	Cluster_6
Olfm3	Cluster_6
Lypd1	Cluster_6
Pcdh15	Cluster_6
Kcnd2	Cluster_6
Oprm1	Cluster_6
Sdk2	Cluster_6
Cadps2	Cluster_6
Khdrbs3	Cluster_6
Ntng1	Cluster_6
Kcnh5	Cluster_6
Cdh18	Cluster_6
Fam155a	Cluster_6
Dlgap1	Cluster_6
Epha6	Cluster_6
Glra2	Cluster_6
Vsnl1	Cluster_6
Epha3	Cluster_6
Ankfn1	Cluster_6
Kcnj3	Cluster_6
Nfib	Cluster_6
Kcnj6	Cluster_6
Npffr2	Cluster_6
Etl4	Cluster_6
Lingo2	Cluster_6
Agbl4	Cluster_6
Gng2	Cluster_6
Ralyl	Cluster_6
Ptprg	Cluster_6
Slc35f1	Cluster_6
Pde4d	Cluster_6
Clstn2	Cluster_6
Atp2b4	Cluster_6
Ly6h	Cluster_6
Cux2	Cluster_6
Ccser1	Cluster_6
Pex5l	Cluster_6
Ppm1e	Cluster_6
Kcnh7	Cluster_6
Meis2	Cluster_6
Pde1a	Cluster_6
Tenm1	Cluster_6
Lrp1b	Cluster_6
Trpm3	Cluster_6
Olfm1	Cluster_6
Tnr	Cluster_6
Frmpd4	Cluster_6
Sema6a	Cluster_6
Rims2	Cluster_6
Opcml	Cluster_6
Vwc2	Cluster_6
Cadps	Cluster_6
Tmem108	Cluster_6
Tmem255a	Cluster_6
Syt1	Cluster_6
Csmd3	Cluster_6
Tmeff2	Cluster_6
Gng4	Cluster_6
Ptpn3	Cluster_6
Col24a1	Cluster_6
Eya2	Cluster_6
Pcdh8	Cluster_6
Igfbpl1	Cluster_6
Trhde	Cluster_6
Lrfn2	Cluster_6
Car10	Cluster_6
Dnm3	Cluster_6
Chn2	Cluster_6
Grin2a	Cluster_6
Dpyd	Cluster_6
Pcsk1n	Cluster_6
Samd12	Cluster_6
Cers6	Cluster_6
Cdh8	Cluster_6
Lsamp	Cluster_6
Ptpru	Cluster_6
Robo1	Cluster_6
Ipcef1	Cluster_6
Shtn1	Cluster_6
Cdh6	Cluster_6
Cpne7	Cluster_6
Cacng5	Cluster_6
Tiam1	Cluster_6
Sema6d	Cluster_6
Adcy2	Cluster_6
Nrxn3	Cluster_6
Prkg1	Cluster_6
Rspo3	Cluster_6
Dlg2	Cluster_6
Pparg	Cluster_6
Dmd	Cluster_6
Camk2d	Cluster_6
Stac2	Cluster_6
Otof	Cluster_6
Adamts9	Cluster_6
Ablim1	Cluster_6
Cacna1g	Cluster_6
Plxdc2	Cluster_6
Msra	Cluster_6
Epb41l4b	Cluster_6
Gria1	Cluster_6
Ptprt	Cluster_6
Cpne4	Cluster_6
Nfix	Cluster_6
Adamtsl1	Cluster_6
Galnt9	Cluster_6
Ppfia2	Cluster_6
Kirrel	Cluster_6
Ttc3	Cluster_6
Sntg2	Cluster_6
Ahi1	Cluster_6
Mcf2	Cluster_6
Snhg11	Cluster_6
Slc39a6	Cluster_6
Asic2	Cluster_6
Gabrg3	Cluster_6
Syt16	Cluster_6
Gabra3	Cluster_6
Kcnip4	Cluster_6
Plcb1	Cluster_6
Fam163b	Cluster_6
Mef2c	Cluster_6
Pcdh19	Cluster_6
Pbx1	Cluster_6
Ablim3	Cluster_6
Ext1	Cluster_6
Pak7	Cluster_6
Usp29	Cluster_6
Sez6l	Cluster_6
Plcb4	Cluster_6
Fxyd6	Cluster_6
Dscam	Cluster_6
Grip1	Cluster_6
Cdh13	Cluster_6
Dok6	Cluster_6
Ildr2	Cluster_6
Dner	Cluster_6
Samd5	Cluster_6
Hcn1	Cluster_6
Mdga1	Cluster_6
Podxl2	Cluster_6
Abi3bp	Cluster_6
Prickle1	Cluster_6
Nyap2	Cluster_6
Slc4a10	Cluster_6
Pxylp1	Cluster_6
Gdpd5	Cluster_6
Nrg3	Cluster_6
Crtac1	Cluster_6
Csgalnact1	Cluster_6
Efr3a	Cluster_6
Enox1	Cluster_6
Grin3a	Cluster_6
Tubb2a	Cluster_6
Slc35f4	Cluster_6
Gfra2	Cluster_6
Alk	Cluster_6
Cald1	Cluster_6
Rit2	Cluster_6
Zfpm2	Cluster_6
Maml3	Cluster_6
Grb10	Cluster_6
Xylt1	Cluster_6
Prkce	Cluster_6
Elavl4	Cluster_6
Snap25	Cluster_6
Atp6v0c	Cluster_6
Rab3c	Cluster_6
Slc22a17	Cluster_6
Galnt10	Cluster_6
Ncald	Cluster_6
Stmn1	Cluster_6
Pnmal2	Cluster_6
Slc44a5	Cluster_6
Cnih3	Cluster_6
Sergef	Cluster_6
Homer2	Cluster_6
Galnt17	Cluster_6
Arhgef28	Cluster_6
Grik3	Cluster_6
Ptprm	Cluster_6
Abl2	Cluster_6
Gad1	Cluster_6
Sh3bp5	Cluster_6
Syp	Cluster_6
Stxbp5l	Cluster_6
B3galt1	Cluster_6
Rnpc3	Cluster_6
Mpped2	Cluster_6
Ntrk3	Cluster_6
Map3k1	Cluster_6
Gpr158	Cluster_6
Ak5	Cluster_6
Dchs2	Cluster_6
Map3k20	Cluster_6
Tecr	Cluster_6
Gsap	Cluster_6
Snx29	Cluster_6
Caly	Cluster_6
Nell1	Cluster_6
Sorbs2	Cluster_6
Klf12	Cluster_6
Slc2a13	Cluster_6
Mast1	Cluster_6
Ank1	Cluster_6
Ldb2	Cluster_6
Fam189a1	Cluster_6
Timp2	Cluster_6
Rbfox2	Cluster_6
Rtn1	Cluster_6
Nrip3	Cluster_6
Itm2c	Cluster_6
Adgra1	Cluster_6
Stmn2	Cluster_6
Pgrmc1	Cluster_6
Rapgef5	Cluster_6
Magi1	Cluster_6
Celf4	Cluster_6
Tmem59l	Cluster_6
Ptbp3	Cluster_6
Gabrb3	Cluster_6
Osbpl6	Cluster_6
Cers4	Cluster_6
Slc32a1	Cluster_6
Dcx	Cluster_6
Sec62	Cluster_6
Fam135b	Cluster_6
Ptpro	Cluster_6
Nol4	Cluster_6
Bcl11a	Cluster_6
Gnai1	Cluster_6
Arhgap18	Cluster_6
Ube3a	Cluster_6
Diaph2	Cluster_6
Fam184a	Cluster_6
Syt9	Cluster_6
Camk1	Cluster_6
Rev3l	Cluster_6
Trpc4	Cluster_6
Clstn1	Cluster_6
Eml5	Cluster_6
Lrp8	Cluster_6
Nrcam	Cluster_6
Cacna2d1	Cluster_6
Mospd2	Cluster_6
Atp10a	Cluster_6
Zcchc18	Cluster_6
Cdh4	Cluster_6
Adamts3	Cluster_6
Peak1	Cluster_6
Hap1	Cluster_6
Lrrk2	Cluster_6
Tspan33	Cluster_6
Gabra2	Cluster_6
Baiap3	Cluster_6
Camk1d	Cluster_6
Brinp2	Cluster_6
Maged1	Cluster_6
1700025G04Rik	Cluster_6
Scai	Cluster_6
Xkr4	Cluster_6
Igf2r	Cluster_6
Amy1	Cluster_6
Foxp4	Cluster_6
Cemip2	Cluster_6
Zadh2	Cluster_6
Sorcs3	Cluster_6
Mitf	Cluster_6
Mmp16	Cluster_6
Sidt1	Cluster_6
H3f3b	Cluster_6
Smyd3	Cluster_6
Susd1	Cluster_6
Plcl2	Cluster_6
Nab1	Cluster_6
Sntg1	Cluster_6
Runx2	Cluster_6
Rps15a	Cluster_6
Col6a1	Cluster_6
Atp1b1	Cluster_6
Tmtc4	Cluster_6
Lrpap1	Cluster_6
Ncam2	Cluster_6
6330403K07Rik	Cluster_6
Nalcn	Cluster_6
Csrnp3	Cluster_6
Ctnnal1	Cluster_6
Grin1	Cluster_6
Rgs17	Cluster_6
Magi3	Cluster_6
Faim2	Cluster_6
Tll1	Cluster_6
Dpysl5	Cluster_6
Hacd2	Cluster_6
Dgkd	Cluster_6
Wdr6	Cluster_6
Shank1	Cluster_6
Syt4	Cluster_6
Wfs1	Cluster_6
Scg2	Cluster_6
Stmn3	Cluster_6
Nav1	Cluster_6
L3mbtl3	Cluster_6
Cdh9	Cluster_6
Cnksr2	Cluster_6
Dlk2	Cluster_6
Kcnip1	Cluster_6
Chrna7	Cluster_6
Snap91	Cluster_6
Sipa1l1	Cluster_6
Tmem196	Cluster_6
Zfp711	Cluster_6
Slc16a11	Cluster_6
Ube2cbp	Cluster_6
Fgfr1	Cluster_6
Synpr	Cluster_6
Mtss1	Cluster_6
Ssbp2	Cluster_6
Atp1a1	Cluster_6
Lima1	Cluster_6
Lnx1	Cluster_6
Syt5	Cluster_6
Hspa12a	Cluster_6
Sh3gl2	Cluster_6
Xpr1	Cluster_6
Plxna4	Cluster_6
6430548M08Rik	Cluster_6
Ppm1l	Cluster_6
Plcxd3	Cluster_6
Acaca	Cluster_6
Slc39a10	Cluster_6
Scn2a	Cluster_6
Scg5	Cluster_6
Snx7	Cluster_6
Cpne2	Cluster_6
Chl1	Cluster_6
Sdk1	Cluster_6
Casz1	Cluster_6
Galntl6	Cluster_6
Gm11437	Cluster_6
Hook1	Cluster_6
Igsf8	Cluster_6
Spock2	Cluster_6
Dpysl3	Cluster_6
Mical3	Cluster_6
Tm6sf1	Cluster_6
Nrsn1	Cluster_6
Setbp1	Cluster_6
Ndfip1	Cluster_6
Kcnd3	Cluster_6
Teddm2	Cluster_6
Cfap44	Cluster_6
Patj	Cluster_6
Pkia	Cluster_6
Slc24a3	Cluster_6
Deptor	Cluster_6
Pdcd4	Cluster_6
Peg3	Cluster_6
Gap43	Cluster_6
Frmd3	Cluster_6
Astn1	Cluster_6
Shank2	Cluster_6
Bex3	Cluster_6
Arid5b	Cluster_6
Garem1	Cluster_6
Apba2	Cluster_6
Mtus2	Cluster_6
Atrnl1	Cluster_6
Iqsec3	Cluster_6
Nmnat2	Cluster_6
Pitpnm3	Cluster_6
Tmem130	Cluster_6
Cacnb4	Cluster_6
Atp1a3	Cluster_6
Cobl	Cluster_6
Sobp	Cluster_6
BC052040	Cluster_6
Sv2a	Cluster_6
Nap1l5	Cluster_6
Mvb12b	Cluster_6
Traf3	Cluster_6
Cers5	Cluster_6
Ppp1r12b	Cluster_6
Chd5	Cluster_6
Gm1604a	Cluster_6
Slc16a2	Cluster_6
Nucb2	Cluster_6
Ccdc82	Cluster_6
Rgl1	Cluster_6
Scn3a	Cluster_6
Osbpl9	Cluster_6
Map2k1	Cluster_6
Ica1	Cluster_6
Disp2	Cluster_6
Ssbp3	Cluster_6
Cdh22	Cluster_6
Dennd2a	Cluster_6
Fgf10	Cluster_6
Plppr5	Cluster_6
Slco5a1	Cluster_6
Rprml	Cluster_6
Tmx4	Cluster_6
Upp2	Cluster_6
Chchd6	Cluster_6
Basp1	Cluster_6
Map2k4	Cluster_6
Sgsm1	Cluster_6
Atp6ap2	Cluster_6
Sncaip	Cluster_6
Zcchc12	Cluster_6
Cpne6	Cluster_6
Chd3	Cluster_6
Rif1	Cluster_6
Cbarp	Cluster_6
Hmgcll1	Cluster_6
Hectd2	Cluster_6
Ptprn	Cluster_6
Snca	Cluster_6
Rpl41	Cluster_6
Vstm2a	Cluster_6
Flrt2	Cluster_6
Zfp407	Cluster_6
Man1a2	Cluster_6
Zwint	Cluster_6
Btbd1	Cluster_6
Eef1a1	Cluster_6
Araf	Cluster_6
Btbd3	Cluster_6
Fndc3a	Cluster_6
Cntnap5c	Cluster_6
Tro	Cluster_6
Pkig	Cluster_6
Gria4	Cluster_6
Fam169a	Cluster_6
Kcnt2	Cluster_6
Slk	Cluster_6
Tub	Cluster_6
Lman2l	Cluster_6
Ddhd2	Cluster_6
Aim2	Cluster_6
Tceal3	Cluster_6
Emc10	Cluster_6
Impad1	Cluster_6
Plxnc1	Cluster_6
Dnm1	Cluster_6
Nexmif	Cluster_6
Adgrb1	Cluster_6
Sestd1	Cluster_6
Frrs1l	Cluster_6
Usp46	Cluster_6
Arhgap44	Cluster_6
Snrpn	Cluster_6
Glce	Cluster_6
Srrm3	Cluster_6
Sptbn2	Cluster_6
Kcnc1	Cluster_6
Rogdi	Cluster_6
Zdbf2	Cluster_6
Rundc3b	Cluster_6
Tspyl4	Cluster_6
Fam126b	Cluster_6
Oaz1	Cluster_6
Cadm3	Cluster_6
Clstn3	Cluster_6
Bex2	Cluster_6
Tmem38a	Cluster_6
Cetn3	Cluster_6
Slc2a3	Cluster_6
Cenpv	Cluster_6
Rap1gap2	Cluster_6
Zfp804b	Cluster_7
Chrm3	Cluster_7
Agbl4	Cluster_7
Grik1	Cluster_7
Unc5d	Cluster_7
Dscam	Cluster_7
Rtl4	Cluster_7
Ralyl	Cluster_7
Fstl5	Cluster_7
Trpc5	Cluster_7
Tenm1	Cluster_7
Kcnc2	Cluster_7
Lingo2	Cluster_7
Cadps2	Cluster_7
Nrg3	Cluster_7
Gnas	Cluster_7
Tshz2	Cluster_7
Car10	Cluster_7
Snhg11	Cluster_7
Elavl2	Cluster_7
Mgat4c	Cluster_7
Ndst4	Cluster_7
Fam155a	Cluster_7
Elavl4	Cluster_7
Camk2d	Cluster_7
Cep112	Cluster_7
Grm8	Cluster_7
Pcdh15	Cluster_7
Nell1	Cluster_7
Klhl1	Cluster_7
Pde4d	Cluster_7
Lrrtm4	Cluster_7
Vsnl1	Cluster_7
Greb1l	Cluster_7
Ccdc85a	Cluster_7
Stmn2	Cluster_7
Usp29	Cluster_7
Adcy8	Cluster_7
Efna5	Cluster_7
Slc24a3	Cluster_7
Baiap3	Cluster_7
Pcdh7	Cluster_7
C530008M17Rik	Cluster_7
Trpc4	Cluster_7
Grb10	Cluster_7
Grin3a	Cluster_7
Ube3a	Cluster_7
Ahi1	Cluster_7
Peg3	Cluster_7
Gabrg1	Cluster_7
Resp18	Cluster_7
Ryr2	Cluster_7
Gabra3	Cluster_7
Ankrd55	Cluster_7
Nav3	Cluster_7
Camta1	Cluster_7
Zcchc18	Cluster_7
Cadps	Cluster_7
Sez6l	Cluster_7
Lrfn5	Cluster_7
Gng2	Cluster_7
Dner	Cluster_7
Cntnap4	Cluster_7
Stmn3	Cluster_7
Parm1	Cluster_7
Prlr	Cluster_7
Glra3	Cluster_7
Pip5k1b	Cluster_7
Glra2	Cluster_7
Shank1	Cluster_7
Bend6	Cluster_7
Chrm2	Cluster_7
Htr7	Cluster_7
Disp2	Cluster_7
Coro6	Cluster_7
Gm21798	Cluster_7
Cpne7	Cluster_7
Rasgrf2	Cluster_7
Lhfpl3	Cluster_7
Fhod3	Cluster_7
Frmpd3	Cluster_7
Slc8a1	Cluster_7
Vwa5b2	Cluster_7
Tmem108	Cluster_7
Sidt1	Cluster_7
Plcb4	Cluster_7
Podxl2	Cluster_7
Pdcd7	Cluster_7
Btbd11	Cluster_7
Zfp618	Cluster_7
Mast1	Cluster_7
Sfmbt2	Cluster_7
Tmem132c	Cluster_7
Tmem200a	Cluster_7
Syt13	Cluster_7
Scml4	Cluster_7
Olfm2	Cluster_7
Ubap1l	Cluster_7
Kcnj6	Cluster_7
Olfm1	Cluster_7
Cacna1g	Cluster_7
Scn5a	Cluster_7
Lhx8	Cluster_7
Zim1	Cluster_7
Frmd4a	Cluster_7
Edil3	Cluster_7
Ppm1e	Cluster_7
Zfp57	Cluster_7
Nxph1	Cluster_7
Cfap46	Cluster_7
Rnf152	Cluster_7
Flt3	Cluster_7
Epha5	Cluster_7
Tmem145	Cluster_7
Samd5	Cluster_7
Gria4	Cluster_7
Chga	Cluster_7
Shisa6	Cluster_7
Scn9a	Cluster_7
Tmem130	Cluster_7
Cacna2d2	Cluster_7
Cgn	Cluster_7
Tecr	Cluster_7
Ankrd24	Cluster_7
Ankfn1	Cluster_7
Inpp4b	Cluster_7
Brinp3	Cluster_7
Gm20721	Cluster_7
Prr16	Cluster_7
Sema4g	Cluster_7
Dpysl3	Cluster_7
Rims1	Cluster_7
6330403K07Rik	Cluster_7
Osbpl6	Cluster_7
Ttc3	Cluster_7
Gprasp2	Cluster_7
Lnx1	Cluster_7
Ephb2	Cluster_7
Pnma3	Cluster_7
Stac	Cluster_7
Ly6h	Cluster_7
Nhs	Cluster_7
Frmd3	Cluster_7
Shd	Cluster_7
Fgf12	Cluster_7
Tmem59l	Cluster_7
Adgra1	Cluster_7
Ank1	Cluster_7
Nrp2	Cluster_7
Tmem196	Cluster_7
Epha10	Cluster_7
Cdh18	Cluster_7
Asic2	Cluster_7
Astn2	Cluster_7
Sorcs3	Cluster_7
Vwc2l	Cluster_7
Kcnk10	Cluster_7
Dnajc6	Cluster_7
Nav1	Cluster_7
Ebf4	Cluster_7
Mtss1	Cluster_7
Sphkap	Cluster_7
Basp1	Cluster_7
Sobp	Cluster_7
Fxyd6	Cluster_7
AW551984	Cluster_7
Mkx	Cluster_7
Nenf	Cluster_7
Garnl3	Cluster_7
Plxna4	Cluster_7
Chl1	Cluster_7
Klhdc10	Cluster_7
Ccdc82	Cluster_7
Atp8a2	Cluster_7
Tmem178b	Cluster_7
Ptpru	Cluster_7
Rasgrf1	Cluster_7
Arhgap26	Cluster_7
Pcsk1n	Cluster_7
Nap1l5	Cluster_7
Kcnj3	Cluster_7
Pdzrn4	Cluster_7
Nwd2	Cluster_7
Cplane1	Cluster_7
Iqsec3	Cluster_7
Klhl32	Cluster_7
Gaa	Cluster_7
Ndst3	Cluster_7
Dpyd	Cluster_7
Tmem25	Cluster_7
Dlc1	Cluster_7
Unc80	Cluster_7
Kcnmb2	Cluster_7
Slc6a7	Cluster_7
Slitrk1	Cluster_7
Adarb2	Cluster_7
Traf3	Cluster_7
Cntnap5a	Cluster_7
Rab3c	Cluster_7
Chd5	Cluster_7
Tubb2a	Cluster_7
Sema3c	Cluster_7
Ccbe1	Cluster_7
Aff2	Cluster_7
Tbc1d1	Cluster_7
Las1l	Cluster_7
Csmd2	Cluster_7
Efcab1	Cluster_7
Gabra1	Cluster_7
Cadm1	Cluster_7
Ppp1r14c	Cluster_7
Zbbx	Cluster_7
Dpp10	Cluster_7
Lrp8	Cluster_7
Ar	Cluster_7
Wdr6	Cluster_7
Acadsb	Cluster_7
Dcc	Cluster_7
Ncald	Cluster_7
Trhde	Cluster_7
Slc35g2	Cluster_7
Trpc3	Cluster_7
Ttc28	Cluster_7
Dnah9	Cluster_7
Alk	Cluster_7
Wwox	Cluster_7
Zfp804a	Cluster_7
Cntnap2	Cluster_7
Tmem132d	Cluster_7
Ptprg	Cluster_7
Grin2d	Cluster_7
Uchl1	Cluster_7
Map1lc3a	Cluster_7
Parp8	Cluster_7
Lypd6b	Cluster_7
Kcnt2	Cluster_7
Lgals8	Cluster_7
Tro	Cluster_7
Lin28b	Cluster_7
Arid5b	Cluster_7
Srrm4	Cluster_7
Kcnh7	Cluster_7
Dlgap1	Cluster_7
Adcy2	Cluster_7
Nr2f1	Cluster_7
Vwc2	Cluster_7
Atp2b4	Cluster_7
Map2k4	Cluster_7
Gap43	Cluster_7
Tmem30a	Cluster_7
Ece2	Cluster_7
4930447C04Rik	Cluster_7
Ppfia2	Cluster_7
Galnt17	Cluster_7
Saraf	Cluster_7
Ptprr	Cluster_7
Xkr4	Cluster_7
Upp2	Cluster_7
Tmx4	Cluster_7
Pde1a	Cluster_7
Dync1i1	Cluster_7
Kcnc1	Cluster_7
Ctif	Cluster_7
Camk1	Cluster_7
Syp	Cluster_7
Faah	Cluster_7
Ccser1	Cluster_7
Sema5a	Cluster_7
Homer2	Cluster_7
Nexmif	Cluster_7
Cacna1b	Cluster_7
Stau2	Cluster_7
Gabrb2	Cluster_7
Grip1	Cluster_7
Dpysl5	Cluster_7
Cdc7	Cluster_7
Fgf1	Cluster_7
Clstn2	Cluster_7
Hcn1	Cluster_7
Cers4	Cluster_7
Maged1	Cluster_7
Timp2	Cluster_7
Ptprs	Cluster_7
Efr3a	Cluster_7
Gkap1	Cluster_7
Tmsb10	Cluster_7
Slco3a1	Cluster_7
Sgpp2	Cluster_7
Prickle1	Cluster_7
2210408I21Rik	Cluster_7
Hecw1	Cluster_7
Sncb	Cluster_7
Nrp1	Cluster_7
Kif5c	Cluster_7
Plekha7	Cluster_7
Cacna1a	Cluster_7
Col4a2	Cluster_7
Lrch1	Cluster_7
Rph3a	Cluster_7
Magi3	Cluster_7
Snap91	Cluster_7
Slc16a11	Cluster_7
Kif5a	Cluster_7
Tcerg1l	Cluster_7
Rnpc3	Cluster_7
Slc8a3	Cluster_7
Zmat4	Cluster_7
Map1b	Cluster_7
Rnf25	Cluster_7
Dgkg	Cluster_7
Limk1	Cluster_7
Nyap2	Cluster_7
Cdk14	Cluster_7
Ano5	Cluster_7
Cfap69	Cluster_7
Ddx24	Cluster_7
Nova1	Cluster_7
Grik4	Cluster_7
Slit1	Cluster_7
Atp1a3	Cluster_7
Grid2	Cluster_7
Hdac7	Cluster_7
Dock9	Cluster_7
Cpne4	Cluster_7
Hpcal1	Cluster_7
Sdk1	Cluster_7
Cd200	Cluster_7
Prepl	Cluster_7
Fam13a	Cluster_7
Adam22	Cluster_7
Cacna1d	Cluster_7
Strbp	Cluster_7
Sclt1	Cluster_7
Pfkfb4	Cluster_7
Col11a1	Cluster_7
Col25a1	Cluster_7
Cntn3	Cluster_7
Wsb1	Cluster_7
Apba1	Cluster_7
Sgsm1	Cluster_7
Zcchc12	Cluster_7
Fbxo10	Cluster_7
Mast2	Cluster_7
Cmip	Cluster_7
Nol4	Cluster_7
Slc24a5	Cluster_7
Ndfip1	Cluster_7
Nmnat2	Cluster_7
Faim2	Cluster_7
Scn1a	Cluster_7
Ctps2	Cluster_7
Ablim3	Cluster_7
Ksr2	Cluster_7
Raph1	Cluster_7
Slit2	Cluster_7
Pcdh19	Cluster_7
Lrfn2	Cluster_7
Usp13	Cluster_7
Epb41l3	Cluster_7
Mycbp2	Cluster_7
Sgcd	Cluster_7
Cep164	Cluster_7
Nagk	Cluster_7
Mest	Cluster_7
Atp11b	Cluster_7
Thsd7b	Cluster_7
Amy1	Cluster_7
Sergef	Cluster_7
Gprasp1	Cluster_7
Shank2	Cluster_7
Cnrip1	Cluster_7
Fsd1l	Cluster_7
Cstf2	Cluster_7
Gmds	Cluster_7
Robo1	Cluster_7
Oxr1	Cluster_7
Spink10	Cluster_7
Lamtor4	Cluster_7
Tenm3	Cluster_7
Pgap1	Cluster_7
Kcnip4	Cluster_7
Tango2	Cluster_7
Cend1	Cluster_7
3110021N24Rik	Cluster_7
Arhgap24	Cluster_7
Sntg1	Cluster_7
Cntnap1	Cluster_7
Rev3l	Cluster_7
Nsf	Cluster_7
Plcxd3	Cluster_7
Mmp16	Cluster_7
Nrxn2	Cluster_7
Ablim1	Cluster_7
Gas2	Cluster_7
Map2	Cluster_7
Hap1	Cluster_7
Slc6a15	Cluster_7
Pgrmc1	Cluster_7
Rp9	Cluster_7
Pclo	Cluster_7
