Gene	Cluster
Tmem59	Cluster_1
Ppt1	Cluster_1
Cap1	Cluster_1
Psmb2	Cluster_1
Hpca	Cluster_1
Ptp4a2	Cluster_1
Adgrb2	Cluster_1
Dhdds	Cluster_1
Sh2d5	Cluster_1
Kif17	Cluster_1
Fbxo42	Cluster_1
Zfp933	Cluster_1
Ajap1	Cluster_1
Gabrd	Cluster_1
Reln	Cluster_1
Nub1	Cluster_1
Ccni	Cluster_1
Hnrnpd	Cluster_1
Lrrc8b	Cluster_1
Lrrc8c	Cluster_1
Tgfbr3	Cluster_1
Brdt	Cluster_1
Ephx4	Cluster_1
Tmem175	Cluster_1
Zfp932	Cluster_1
Wscd2	Cluster_1
Tesc	Cluster_1
Ptpn11	Cluster_1
Nipsnap2	Cluster_1
Vkorc1l1	Cluster_1
Tpst1	Cluster_1
Muc3a	Cluster_1
Zfp157	Cluster_1
Arpc1a	Cluster_1
Hsph1	Cluster_1
Casd1	Cluster_1
Tac1	Cluster_1
Osbpl3	Cluster_1
Wipf3	Cluster_1
Avl9	Cluster_1
Rnf103	Cluster_1
Chmp3	Cluster_1
St3gal5	Cluster_1
Dctn1	Cluster_1
Tgfa	Cluster_1
Mitf	Cluster_1
Eno2	Cluster_1
Ptms	Cluster_1
Prmt8	Cluster_1
Fgfr1op2	Cluster_1
Far2	Cluster_1
Prkcg	Cluster_1
Shisa7	Cluster_1
Slc8a2	Cluster_1
Nova2	Cluster_1
Actn4	Cluster_1
Arhgap33	Cluster_1
Dpy19l3	Cluster_1
Car11	Cluster_1
Nipa1	Cluster_1
Gabra5	Cluster_1
Chrna7	Cluster_1
Sv2b	Cluster_1
Abhd2	Cluster_1
Nars2	Cluster_1
Ppme1	Cluster_1
Tub	Cluster_1
Crym	Cluster_1
Dhx32	Cluster_1
Inpp5a	Cluster_1
Caly	Cluster_1
Mfap3l	Cluster_1
Crtc1	Cluster_1
Mmaa	Cluster_1
Rpgrip1l	Cluster_1
Cx3cl1	Cluster_1
Csnk2a2	Cluster_1
Slc7a6	Cluster_1
Sntb2	Cluster_1
Zfp1	Cluster_1
Cdyl2	Cluster_1
Mbtps1	Cluster_1
Birc2	Cluster_1
Cep126	Cluster_1
Cep295	Cluster_1
Icam5	Cluster_1
Igsf9b	Cluster_1
Prdm10	Cluster_1
Scn3b	Cluster_1
Clmp	Cluster_1
Scn4b	Cluster_1
Pcsk7	Cluster_1
Nxpe4	Cluster_1
Usp28	Cluster_1
Dixdc1	Cluster_1
Lingo1	Cluster_1
Smad3	Cluster_1
Trip4	Cluster_1
Car12	Cluster_1
Tpm1	Cluster_1
Arpp19	Cluster_1
Mlip	Cluster_1
Lrrc1	Cluster_1
Gclc	Cluster_1
Filip1	Cluster_1
Mei4	Cluster_1
Pls1	Cluster_1
Dcaf1	Cluster_1
Traip	Cluster_1
Usp4	Cluster_1
Usp19	Cluster_1
Dclk3	Cluster_1
Osbpl10	Cluster_1
Tmem158	Cluster_1
Fyco1	Cluster_1
Ust	Cluster_1
Ccdc6	Cluster_1
Col6a1	Cluster_1
Pttg1ip	Cluster_1
Matk	Cluster_1
Ap1b1	Cluster_1
Mdh1	Cluster_1
Ubtd2	Cluster_1
Rnf145	Cluster_1
Ebf1	Cluster_1
Vdac1	Cluster_1
Cenpv	Cluster_1
Glp2r	Cluster_1
4933427D14Rik	Cluster_1
Sgsm2	Cluster_1
Rhbdl3	Cluster_1
Aatf	Cluster_1
Hlf	Cluster_1
Socs7	Cluster_1
Mllt6	Cluster_1
Ppp1r1b	Cluster_1
Ddx42	Cluster_1
Cacng4	Cluster_1
Abca8b	Cluster_1
Map2k6	Cluster_1
Sec14l1	Cluster_1
Rab40b	Cluster_1
Ldah	Cluster_1
Cpsf3	Cluster_1
Taf1b	Cluster_1
Pxdn	Cluster_1
Sntg2	Cluster_1
Tspan13	Cluster_1
Etv1	Cluster_1
Frmd6	Cluster_1
Timm9	Cluster_1
Hif1a	Cluster_1
Akap5	Cluster_1
Rab15	Cluster_1
Atp6v1d	Cluster_1
Vti1b	Cluster_1
Cep128	Cluster_1
Galc	Cluster_1
Calm1	Cluster_1
Ccdc88c	Cluster_1
Vrk1	Cluster_1
Mok	Cluster_1
Rcor1	Cluster_1
Actn2	Cluster_1
Ggps1	Cluster_1
Inhba	Cluster_1
D130043K22Rik	Cluster_1
Gcnt2	Cluster_1
Gfod1	Cluster_1
Rbm24	Cluster_1
Cenpp	Cluster_1
Spin1	Cluster_1
Drd1	Cluster_1
Sfxn1	Cluster_1
Pdlim7	Cluster_1
Tut7	Cluster_1
Cntnap3	Cluster_1
Mblac2	Cluster_1
Cetn3	Cluster_1
Msh3	Cluster_1
Iqgap2	Cluster_1
Plk2	Cluster_1
Fbxo34	Cluster_1
Peli2	Cluster_1
Mphosph8	Cluster_1
Zmym5	Cluster_1
Spata13	Cluster_1
Fzd3	Cluster_1
Dmtn	Cluster_1
Tbc1d4	Cluster_1
Itgbl1	Cluster_1
Sub1	Cluster_1
Drosha	Cluster_1
Ankrd33b	Cluster_1
Taf2	Cluster_1
Zfat	Cluster_1
Plec	Cluster_1
Cacng2	Cluster_1
Shank3	Cluster_1
Syt10	Cluster_1
Cpne8	Cluster_1
Mpv17l	Cluster_1
Smpd4	Cluster_1
Comt	Cluster_1
2510009E07Rik	Cluster_1
Mb21d2	Cluster_1
Drd3	Cluster_1
Atp6v1a	Cluster_1
Nrip1	Cluster_1
Cxadr	Cluster_1
Ltn1	Cluster_1
Setd4	Cluster_1
B3galt5	Cluster_1
C2cd2	Cluster_1
Fam120b	Cluster_1
Fbxl16	Cluster_1
Rgs11	Cluster_1
Grm4	Cluster_1
Srpk1	Cluster_1
Zfp563	Cluster_1
H2-T24	Cluster_1
Enpp5	Cluster_1
St6gal2	Cluster_1
Slc25a23	Cluster_1
Ndufaf7	Cluster_1
Cdc42ep3	Cluster_1
Srbd1	Cluster_1
Cul2	Cluster_1
Mpp7	Cluster_1
Osbpl1a	Cluster_1
Zfp521	Cluster_1
Sh3rf2	Cluster_1
Stk32a	Cluster_1
Snx2	Cluster_1
Snx24	Cluster_1
Txnl1	Cluster_1
St8sia3	Cluster_1
Naa40	Cluster_1
Atl3	Cluster_1
Klf9	Cluster_1
Cnnm1	Cluster_1
Erlin1	Cluster_1
Sh3pxd2a	Cluster_1
Hspa12a	Cluster_1
Grk5	Cluster_1
Klhl13	Cluster_1
Akap17b	Cluster_1
Stk26	Cluster_1
Rbmx	Cluster_1
Atp2b3	Cluster_1
Klhl15	Cluster_1
Zmym3	Cluster_1
Slc16a2	Cluster_1
Abcb7	Cluster_1
Brwd3	Cluster_1
Ptchd1	Cluster_1
Gm15155	Cluster_1
Sms	Cluster_1
St18	Cluster_10
Gdap1	Cluster_10
Col19a1	Cluster_10
Bend6	Cluster_10
Kansl3	Cluster_10
Ankrd44	Cluster_10
Vwc2l	Cluster_10
Pnkd	Cluster_10
Slc4a3	Cluster_10
Scg2	Cluster_10
Sphkap	Cluster_10
St8sia4	Cluster_10
Cdh20	Cluster_10
Mfsd4a	Cluster_10
Ppfia4	Cluster_10
Nek7	Cluster_10
Pld5	Cluster_10
Mia3	Cluster_10
Prox1	Cluster_10
Fbh1	Cluster_10
Pdss1	Cluster_10
Olfm1	Cluster_10
Miga2	Cluster_10
Lhx6	Cluster_10
Zeb2	Cluster_10
Lypd6	Cluster_10
Acvr1	Cluster_10
Ttc21b	Cluster_10
Metap1d	Cluster_10
Madd	Cluster_10
Tcp11l1	Cluster_10
Qser1	Cluster_10
Fmn1	Cluster_10
Gpr176	Cluster_10
Eif2ak4	Cluster_10
Disp2	Cluster_10
Mapkbp1	Cluster_10
Stard9	Cluster_10
Slc24a5	Cluster_10
Rnf24	Cluster_10
Cds2	Cluster_10
Ndufaf5	Cluster_10
Kif16b	Cluster_10
Nol4l	Cluster_10
Pigu	Cluster_10
Ggt7	Cluster_10
Trpc4ap	Cluster_10
Uqcc1	Cluster_10
Ncoa3	Cluster_10
Gnas	Cluster_10
Stmn3	Cluster_10
Stmn2	Cluster_10
Nceh1	Cluster_10
Kcnmb2	Cluster_10
Mfn1	Cluster_10
Usp13	Cluster_10
Gmps	Cluster_10
Serpini1	Cluster_10
Fnip2	Cluster_10
Syt11	Cluster_10
Sv2a	Cluster_10
Bcl9	Cluster_10
Sars	Cluster_10
Ndst4	Cluster_10
Sh3glb1	Cluster_10
Chd7	Cluster_10
Ccnc	Cluster_10
Faxc	Cluster_10
Ndufaf4	Cluster_10
Cnr1	Cluster_10
Rnf20	Cluster_10
Grin3a	Cluster_10
Frmd3	Cluster_10
Mpdz	Cluster_10
Nfib	Cluster_10
Ttc39b	Cluster_10
Elavl2	Cluster_10
Nfia	Cluster_10
Jak1	Cluster_10
Prkaa2	Cluster_10
Ttc4	Cluster_10
Btf3l4	Cluster_10
Elavl4	Cluster_10
Pik3r3	Cluster_10
Man1c1	Cluster_10
Ubr4	Cluster_10
Acot7	Cluster_10
Chd5	Cluster_10
Ajap1	Cluster_10
Rheb	Cluster_10
Dpysl5	Cluster_10
Afap1	Cluster_10
Nwd2	Cluster_10
Lnx1	Cluster_10
Chic2	Cluster_10
Kit	Cluster_10
Sec31a	Cluster_10
Lrrc8b	Cluster_10
Zfp326	Cluster_10
Sez6l	Cluster_10
Grk3	Cluster_10
Srrm4	Cluster_10
Rph3a	Cluster_10
Trafd1	Cluster_10
Cux2	Cluster_10
Ywhag	Cluster_10
Tmem130	Cluster_10
N4bp2l1	Cluster_10
Nxph1	Cluster_10
Cadps2	Cluster_10
Grm8	Cluster_10
Zfp800	Cluster_10
Chrm2	Cluster_10
Hipk2	Cluster_10
Zfp398	Cluster_10
Osbpl3	Cluster_10
Gars	Cluster_10
Gfpt1	Cluster_10
Grip2	Cluster_10
Iqsec3	Cluster_10
Clstn3	Cluster_10
Pde3a	Cluster_10
Sox5	Cluster_10
Kras	Cluster_10
Far2	Cluster_10
Vmn2r29	Cluster_10
Eml2	Cluster_10
Zfp536	Cluster_10
Shank1	Cluster_10
Emc10	Cluster_10
Kcnc1	Cluster_10
Gas2	Cluster_10
Pcsk6	Cluster_10
Adamts17	Cluster_10
Cpeb1	Cluster_10
Ap3b2	Cluster_10
Tm6sf1	Cluster_10
Cemip	Cluster_10
Tmem126a	Cluster_10
Arrb1	Cluster_10
Numa1	Cluster_10
Mical2	Cluster_10
Pde3b	Cluster_10
Sox6	Cluster_10
Hs3st2	Cluster_10
Usp31	Cluster_10
Zkscan2	Cluster_10
Acadsb	Cluster_10
Ctbp2	Cluster_10
Zfp941	Cluster_10
Nap1l4	Cluster_10
Cers4	Cluster_10
Ank1	Cluster_10
Mfhas1	Cluster_10
Asah1	Cluster_10
Slc25a4	Cluster_10
Smad1	Cluster_10
Tbc1d9	Cluster_10
Lyl1	Cluster_10
Nfix	Cluster_10
Slc7a6	Cluster_10
Zfp612	Cluster_10
Cntnap4	Cluster_10
Cdyl2	Cluster_10
6430548M08Rik	Cluster_10
Trpc6	Cluster_10
Ccdc82	Cluster_10
Gpr83	Cluster_10
Olfm2	Cluster_10
Eepd1	Cluster_10
B3gat1	Cluster_10
Clmp	Cluster_10
Zbtb16	Cluster_10
Dlat	Cluster_10
Scamp5	Cluster_10
Thsd4	Cluster_10
Megf11	Cluster_10
Ppib	Cluster_10
Mindy2	Cluster_10
Tmem30a	Cluster_10
Hmgn3	Cluster_10
Pxylp1	Cluster_10
Nck1	Cluster_10
Tmem108	Cluster_10
Cacna2d2	Cluster_10
Cspg5	Cluster_10
Lrrfip2	Cluster_10
Osbpl10	Cluster_10
Oxsr1	Cluster_10
Myrip	Cluster_10
Rmnd1	Cluster_10
Moxd1	Cluster_10
Akap7	Cluster_10
Tspyl4	Cluster_10
Hnrnph3	Cluster_10
Dip2a	Cluster_10
Atcay	Cluster_10
Tle2	Cluster_10
Ankrd24	Cluster_10
Washc4	Cluster_10
Trhde	Cluster_10
Lgr5	Cluster_10
A930009A15Rik	Cluster_10
Tbc1d30	Cluster_10
Atp5b	Cluster_10
Pla2g3	Cluster_10
Ap1b1	Cluster_10
Adcy1	Cluster_10
Vwc2	Cluster_10
Vstm2a	Cluster_10
Egfr	Cluster_10
Cnrip1	Cluster_10
Mdh1	Cluster_10
Mapk9	Cluster_10
Rufy1	Cluster_10
Acsl6	Cluster_10
Zfp692	Cluster_10
Cenpv	Cluster_10
Shisa6	Cluster_10
Pitpnm3	Cluster_10
Gdpd1	Cluster_10
Ppm1e	Cluster_10
Cacna1g	Cluster_10
Arhgap23	Cluster_10
Casc3	Cluster_10
Igfbp4	Cluster_10
Stat5b	Cluster_10
Dcaf7	Cluster_10
Ccdc47	Cluster_10
Abca5	Cluster_10
Ube2o	Cluster_10
Aatk	Cluster_10
Nploc4	Cluster_10
Pcyt2	Cluster_10
Mafg	Cluster_10
Taf1b	Cluster_10
Lamb1	Cluster_10
Etv1	Cluster_10
Nkx2-1	Cluster_10
Timm9	Cluster_10
Slc38a6	Cluster_10
Dpf3	Cluster_10
Cdc42bpb	Cluster_10
Tmem196	Cluster_10
Nrsn1	Cluster_10
Rnf144b	Cluster_10
Auh	Cluster_10
Simc1	Cluster_10
Gkap1	Cluster_10
Rasgrf2	Cluster_10
Fam169a	Cluster_10
Adamts6	Cluster_10
Map3k1	Cluster_10
Ankrd55	Cluster_10
Thoc7	Cluster_10
Gng2	Cluster_10
Camk2g	Cluster_10
Arf4	Cluster_10
Capn7	Cluster_10
Mapk1ip1l	Cluster_10
Fbxo34	Cluster_10
Fam124a	Cluster_10
Wdfy2	Cluster_10
Adra1a	Cluster_10
Ppp3cc	Cluster_10
Sucla2	Cluster_10
Uchl3	Cluster_10
Dzip1	Cluster_10
Skp2	Cluster_10
Lmbrd2	Cluster_10
Drosha	Cluster_10
Sema5a	Cluster_10
Stk3	Cluster_10
Zfpm2	Cluster_10
Adcy8	Cluster_10
Efr3a	Cluster_10
Plec	Cluster_10
Kifc2	Cluster_10
Cacng2	Cluster_10
Yaf2	Cluster_10
Slc38a2	Cluster_10
Smpd4	Cluster_10
Klhl22	Cluster_10
P3h2	Cluster_10
Il1rap	Cluster_10
Ubxn7	Cluster_10
Tfrc	Cluster_10
Sidt1	Cluster_10
Usp25	Cluster_10
Adamts5	Cluster_10
Grik1	Cluster_10
Kcnj6	Cluster_10
Fndc1	Cluster_10
Map3k4	Cluster_10
Chd1	Cluster_10
Flywch1	Cluster_10
Tbc1d24	Cluster_10
Pde9a	Cluster_10
Runx2	Cluster_10
Tmem63b	Cluster_10
Zfp318	Cluster_10
Kat2b	Cluster_10
Safb2	Cluster_10
Slc25a23	Cluster_10
Galnt14	Cluster_10
Spast	Cluster_10
Tmem178	Cluster_10
Mkx	Cluster_10
Lama3	Cluster_10
Osbpl1a	Cluster_10
Fhod3	Cluster_10
Syt4	Cluster_10
Slc25a46	Cluster_10
Hspa9	Cluster_10
Fgf1	Cluster_10
Snx24	Cluster_10
Cep120	Cluster_10
Ablim3	Cluster_10
Napg	Cluster_10
Nars	Cluster_10
Ccbe1	Cluster_10
Tmx3	Cluster_10
Cox8a	Cluster_10
Gna14	Cluster_10
Pcsk5	Cluster_10
Vldlr	Cluster_10
Pank1	Cluster_10
Crtac1	Cluster_10
Got1	Cluster_10
Syp	Cluster_10
Gpc3	Cluster_10
Fhl1	Cluster_10
Gabra3	Cluster_10
Apoo	Cluster_10
Maged1	Cluster_10
Las1l	Cluster_10
Phka1	Cluster_10
Cox7b	Cluster_10
Hdx	Cluster_10
Cstf2	Cluster_10
Il1rapl2	Cluster_10
Frmpd3	Cluster_10
Acsl4	Cluster_10
Rtl4	Cluster_10
Rragb	Cluster_10
Rai2	Cluster_10
Adhfe1	Cluster_11
Paqr8	Cluster_11
Arhgef4	Cluster_11
Kansl3	Cluster_11
Pou3f3	Cluster_11
Dnah7b	Cluster_11
Rftn2	Cluster_11
Gm973	Cluster_11
Pard3b	Cluster_11
Ikzf2	Cluster_11
Plcd4	Cluster_11
Acsl3	Cluster_11
Utp14b	Cluster_11
Ramp1	Cluster_11
Cdh20	Cluster_11
Cdh19	Cluster_11
Gli2	Cluster_11
Nckap5	Cluster_11
Gpr37l1	Cluster_11
Csrp1	Cluster_11
Nek7	Cluster_11
Glul	Cluster_11
Soat1	Cluster_11
Prdx6	Cluster_11
Prrx1	Cluster_11
Ccdc190	Cluster_11
Atp1a2	Cluster_11
Kcnj10	Cluster_11
Itpkb	Cluster_11
Trp53bp2	Cluster_11
Ppp2r5a	Cluster_11
Usp6nl	Cluster_11
Slc39a12	Cluster_11
Pnpla7	Cluster_11
Notch1	Cluster_11
Phyhd1	Cluster_11
Zeb2	Cluster_11
Gpd2	Cluster_11
Itga6	Cluster_11
Ccdc141	Cluster_11
Itgav	Cluster_11
Cry2	Cluster_11
Slc1a2	Cluster_11
Ivd	Cluster_11
Mertk	Cluster_11
Smox	Cluster_11
Prnp	Cluster_11
Rrbp1	Cluster_11
Kiz	Cluster_11
Cst3	Cluster_11
Acss1	Cluster_11
Pygb	Cluster_11
Snta1	Cluster_11
Plcg1	Cluster_11
Tox2	Cluster_11
Sdc4	Cluster_11
Elmo2	Cluster_11
Prex1	Cluster_11
Tshz2	Cluster_11
Dok5	Cluster_11
Nkain4	Cluster_11
Cyp7b1	Cluster_11
Mfn1	Cluster_11
Slc7a11	Cluster_11
Wwtr1	Cluster_11
Arhgef26	Cluster_11
Tiparp	Cluster_11
Bcan	Cluster_11
Bcl9	Cluster_11
Notch2	Cluster_11
Vav3	Cluster_11
S1pr1	Cluster_11
Agl	Cluster_11
F3	Cluster_11
Abcd3	Cluster_11
Bcar3	Cluster_11
Usp53	Cluster_11
Etnppl	Cluster_11
Bmpr1b	Cluster_11
Pdlim5	Cluster_11
Ddah1	Cluster_11
Chd7	Cluster_11
Frmpd1	Cluster_11
Grin3a	Cluster_11
Abca1	Cluster_11
Cdk5rap2	Cluster_11
Nfib	Cluster_11
Frem1	Cluster_11
Fggy	Cluster_11
Cyp2j6	Cluster_11
Cyp2j9	Cluster_11
Nfia	Cluster_11
Pgm1	Cluster_11
Cachd1	Cluster_11
Jak1	Cluster_11
Plpp3	Cluster_11
Acot11	Cluster_11
Eps15	Cluster_11
Tesk2	Cluster_11
Arhgef10l	Cluster_11
Arhgef19	Cluster_11
Prdm16	Cluster_11
Fgfr3	Cluster_11
Cc2d2a	Cluster_11
Klhl5	Cluster_11
Gabrg1	Cluster_11
Bmp2k	Cluster_11
Ptpn13	Cluster_11
Aff1	Cluster_11
