SalVsCoc_CPP	SalVsCoc_NPAS4	SalVsSal	CocVsCoc
Ptprg	0.227145527393718	0.0169809631125064	-0.381430905776269	-0.171266341495058
Ptprn	0.152847519247457	0.223131026923261	0.13975120572335	0.0694676980475464
Purb	0.0395192456504462	-0.044988383897403	-0.208798203718209	-0.124290574170359
Rab14	0.000382501496383636	-0.109241868187497	-0.435928380739764	-0.326304011055883
Rab3a	-0.0927077900592492	-0.267977565242011	-0.359923052248536	-0.184653277065774
Rab6b	0.0159807344929739	-0.247676347339404	-0.261548209319872	0.00210887251250536
Ralyl	0.111594789829967	-0.0242711674223335	-0.24860326039325	-0.112737303140949
Ran	-0.0195559809808841	-0.156154380077186	-0.25880725430633	-0.122208855210028
Reep5	-0.0587698132434476	-0.138773005260075	-0.241659470226321	-0.161656278209694
Reln	-0.175763704003518	-0.11355268681388	0.295400595876837	0.233189578687199
Rnf150	0.0707554453079773	-0.0753563450444505	0.0610118542845446	0.207123644636972
Robo1	0.146334693184821	-0.0190469593118126	-0.25872061971288	-0.0933389672162468
Robo2	0.123149272936055	0.0214858002017571	0.131334978675802	0.2329984514101
Rpl10a	-0.0865972009187617	-0.210698839524463	-0.0144642528537421	0.109637385751959
Rpl11	-0.0532661684110822	-0.168400044581824	-0.322293357936765	-0.207159481766023
Rpl13	-0.0468044672016167	-0.220098096193912	-0.375159535127696	-0.201865906135401
Rpl17	-0.0965290586695095	-0.180891792959058	-0.211000464472209	-0.12663773018266
Rpl18a	-0.0547213233397055	-0.161786354819011	-0.212370315980989	-0.105305284501684
Rpl19	-0.0473561035443829	-0.130216494635564	-0.205909380475005	-0.123048989383825
Rpl21	-0.0275771785637247	-0.107924235117447	-0.238069737087078	-0.157722680533356
Rpl22l1	-0.341518465348593	-0.163187493308589	0.280303283359614	0.10197231131961
Rpl23	-0.0373219299623618	-0.087792329091088	-0.23996900973465	-0.189498610605924
Rpl28	-0.00280869063009073	-0.231853525652549	-0.358835355923694	-0.129790520901236
Rpl3	-0.0698793273888245	-0.156091819484903	-0.240881130433981	-0.154668638337902
Rpl30	-0.0335583761150379	-0.163195729391979	-0.259068764767609	-0.129431411490668
Rpl31	-0.227849157676338	-0.0363229773240923	0.00924485708988843	-0.182281323262357
Rpl35a	-0.0239704498076155	-0.0791602968902221	-0.205002082146634	-0.149812235064028
Rpl36	-0.280901887906724	-0.118723084876646	0.110000151425496	-0.0521786516045821
Rpl37	-0.0313092937218184	-0.0104229202035544	-0.195510671141708	-0.216397044659972
Rpl41	-0.359883051109344	-0.315990466888391	-0.0836806529657441	-0.127573237186696
Rpl8	-0.00906555949878683	-0.118424345518321	-0.305658078093025	-0.196299292073491
Rplp2	-0.0436481525945009	-0.209110202170241	-0.217888566146175	-0.0524265165704351
Rpn1	-0.0031336249570361	-0.264226215933436	-0.253299391714531	0.00779319926186894
Rps11	-0.0143983063698418	-0.126904021295499	-0.224561864819386	-0.112056149893728
Rps12	0.0195778942618242	-0.173309438391217	0.0109242667033582	0.2038115993564
Rps15	-0.0738798118191296	-0.281652211060534	-0.0917451834767391	0.116027215764666
Rps15a	-0.202955007904083	-0.131473401561654	-0.0687304740703673	-0.140212080412797
Rps21	-0.000510177023902825	-0.113681084487886	-0.422478605496973	-0.309307698032989
Rps23	-0.0090044297754744	-0.251998043979302	-0.303511928737068	-0.0605183145332401
Rps27	-0.114361539844028	-0.0235184790213888	-0.155582557261656	-0.246425618084295
Rps27a	0.0110536297808158	-0.195686591176117	-0.327588715542483	-0.12084849458555
Rps29	-0.107344901172796	0.0123089069263009	-0.1047090099161	-0.224362818015197
Rps3a1	-0.0458887611394968	-0.195873471146158	-0.327914769583288	-0.177930059576627
Rps4x	-0.0021522579138799	-0.0511187099951778	-0.219527426648749	-0.170560974567451
Rps8	-0.0995880995364536	-0.25519686609321	-0.378434363450473	-0.222825596893716
Rpsa	-0.0184666338635313	-0.142627387657122	-0.260996197777872	-0.136835443984281
Rraga	-0.100250814392293	-0.201214229044672	-0.145939525256471	-0.0449761106040917
Rragd	-0.114472974700292	0.00167048260067448	-0.106317315651328	-0.222460772952294
Rsrp1	-0.189657150469891	-0.0430392978966494	0.217771917473073	0.0711540648998317
Rtl1	0.208390148694743	0.152404584772584	-0.115050287618601	-0.0590647236964423
Rtn1	0.0148278238535786	-0.173103286116009	-0.271092903877831	-0.0831617939082436
Rtn4	-0.0398183436704969	-0.192817365112887	-0.244720481052997	-0.0917214596106071
Saraf	-0.0156924433720017	-0.145828426845619	-0.357715208133812	-0.227579224660195
Scand1	-0.272667844520709	-0.051700661329605	0.0964135448231649	-0.124553638367939
Scg2	-0.207800395470737	0.147820576132934	-0.36610968262945	-0.721730654233121
Sec62	-0.107585829186397	-0.131678530484529	-0.457218617911277	-0.433125916613145
Selenof	0.116173207280859	-0.0500783271622263	-0.294140710164728	-0.127889175721643
Selenok	-0.0561224057569647	-0.173814426565094	-0.265345757847743	-0.147653737039614
Selenom	-0.0605442029801508	-0.141548229159117	0.1255444858382	0.206548512017166
Serbp1	-0.158130433841816	-0.122623382388946	-0.188859998479936	-0.224367049932806
Serinc1	-0.0435120583491424	-0.379846976502982	-0.648261923188828	-0.311927005034988
Sertad2	0.0112730768768938	0.0849839913848229	0.206628543530102	0.132917629022173
Shisa9	-0.037168608534484	0.149713046020808	-0.0187664732636361	-0.205648127818928
Sik2	0.182583452205667	0.217838643868645	0.0416652627692187	0.00641007110624048
Slc24a5	-0.179474148226927	-0.217419589947103	0.135709286469171	0.173654728189347
Slc25a4	-0.13823537559561	-0.422033182177833	-0.603991963261682	-0.320194156679458
Slc25a5	-0.0893817694415999	-0.204867927040727	-0.429705324517221	-0.314219166918094
Slc32a1	-0.184994857953157	-0.134705538069564	-0.256185932644592	-0.306475252528186
